,CodaViolation,Condition,Item,OnsetViolation,PageType,ReactionTime,Response,Subject,TrialNumber,Version,Vowel,YesPosition
7974,1,best,bressic,1,Catch,4549,1,A33QI63NVR8CUO,19,3,,1
7975,1,GB,snathf,0,Test,6338,0,A33QI63NVR8CUO,20,3,a,0
7976,1,GB,drathf,0,Test,4566,1,A33QI63NVR8CUO,21,3,a,0
7977,1,BB,vlemth,1,Test,4911,0,A33QI63NVR8CUO,22,3,e,0
7978,0,BG,hroom,1,Test,3117,1,A33QI63NVR8CUO,23,3,oo,0
7979,1,GB,swokp,0,Test,4303,0,A33QI63NVR8CUO,24,3,o,1
7980,1,best,frotion,1,Catch,5231,0,A33QI63NVR8CUO,25,3,,1
7981,0,GG,spood,0,Test,3343,1,A33QI63NVR8CUO,26,3,oo,0
7982,0,BG,thlom,1,Test,4999,1,A33QI63NVR8CUO,27,3,o,1
7983,1,best,spellion,1,Catch,1539,1,A33QI63NVR8CUO,28,3,,0
7984,1,best,dellous,1,Catch,1460,1,A33QI63NVR8CUO,29,3,,0
7985,1,best,merly,1,Catch,1581,1,A33QI63NVR8CUO,30,3,,0
7986,1,worst,zgdokpevf,1,Catch,1898,0,A33QI63NVR8CUO,31,3,,0
7987,0,BG,shnell,1,Test,2483,1,A33QI63NVR8CUO,32,3,e,1
7988,1,BB,thmepk,1,Test,1851,0,A33QI63NVR8CUO,33,3,e,0
7989,1,GB,gropk,0,Test,2336,1,A33QI63NVR8CUO,34,3,o,0
7990,1,BB,lrusf,1,Test,1534,0,A33QI63NVR8CUO,35,3,u,0
7991,0,BG,thlizz,1,Test,2077,0,A33QI63NVR8CUO,36,3,i,1
7992,0,BG,dloo,1,Test,1516,1,A33QI63NVR8CUO,37,3,oo,0
7993,1,best,claffer,1,Catch,1979,0,A33QI63NVR8CUO,38,3,,1
8040,0,GG,snass,0,Test,7677,1,A35P7XUJJE79WT,3,2,a,0
8041,1,worst,lbafthrizk,1,Catch,6681,0,A35P7XUJJE79WT,4,2,,0
8042,0,BG,thmeg,1,Test,6372,1,A35P7XUJJE79WT,5,2,e,0
8043,1,worst,wlratlumr,1,Catch,4860,0,A35P7XUJJE79WT,6,2,,0
8044,1,BB,shpefsh,1,Test,40501,0,A35P7XUJJE79WT,7,2,e,1
8045,0,GG,grot,0,Test,4634,1,A35P7XUJJE79WT,8,2,o,0
8046,1,GB,shrethk,0,Test,24477,1,A35P7XUJJE79WT,9,2,e,1
8047,1,BB,hrutp,1,Test,3860,0,A35P7XUJJE79WT,10,2,u,1
8048,1,GB,blod,0,Test,11292,0,A35P7XUJJE79WT,11,2,o,1
8049,1,best,merly,1,Catch,2693,1,A35P7XUJJE79WT,12,2,,1
8050,0,GG,drass,0,Test,2157,1,A35P7XUJJE79WT,13,2,a,1
8051,1,best,frotion,1,Catch,2933,1,A35P7XUJJE79WT,14,2,,1
8052,1,best,dellous,1,Catch,1509,1,A35P7XUJJE79WT,15,2,,1
8053,1,best,spellion,1,Catch,2014,1,A35P7XUJJE79WT,16,2,,0
8054,1,worst,tmuhriz,1,Catch,1813,0,A35P7XUJJE79WT,17,2,,0
8055,0,BG,shnun,1,Test,8309,1,A35P7XUJJE79WT,18,2,u,1
8056,1,GB,gloosf,0,Test,3061,0,A35P7XUJJE79WT,19,2,oo,1
8057,1,best,claffer,1,Catch,1325,1,A35P7XUJJE79WT,20,2,,1
8058,1,BB,thnoothk,1,Test,14309,1,A35P7XUJJE79WT,21,2,oo,0
8059,1,BB,shlokp,1,Test,2381,0,A35P7XUJJE79WT,22,2,o,0
8060,0,GG,stip,0,Test,3581,1,A35P7XUJJE79WT,23,2,i,0
8061,0,GG,striff,0,Test,1996,1,A35P7XUJJE79WT,24,2,i,1
8062,0,BG,vlack,1,Test,1381,1,A35P7XUJJE79WT,25,2,a,1
8063,1,worst,zgdokpevf,1,Catch,1405,0,A35P7XUJJE79WT,26,2,,1
8064,0,GG,swod,0,Test,2580,1,A35P7XUJJE79WT,27,2,o,0
8065,1,best,bressic,1,Catch,2549,1,A35P7XUJJE79WT,28,2,,1
8066,1,BB,dlooshp,1,Test,4252,1,A35P7XUJJE79WT,29,2,oo,0
8067,1,worst,psafzotrl,1,Catch,8070,0,A35P7XUJJE79WT,30,2,,1
8068,1,GB,krishp,0,Test,1749,0,A35P7XUJJE79WT,31,2,i,0
8069,1,worst,kflisgwevr,1,Catch,1308,0,A35P7XUJJE79WT,32,2,,0
8070,1,GB,thrishk,0,Test,3558,0,A35P7XUJJE79WT,33,2,i,1
8071,0,BG,zmaz,1,Test,3701,0,A35P7XUJJE79WT,34,2,a,0
8072,0,BG,lrug,1,Test,1853,0,A35P7XUJJE79WT,35,2,u,0
8073,1,GB,frootp,0,Test,2053,0,A35P7XUJJE79WT,36,2,oo,0
8074,1,BB,zmemth,1,Test,1662,0,A35P7XUJJE79WT,37,2,e,0
8075,0,BG,vle,1,Test,2428,1,A35P7XUJJE79WT,38,2,e,0
8085,0,GG,praz,0,Test,15375,0,A36157W7TUZ6EW,3,0,a,0
8086,0,GG,trug,0,Test,9480,0,A36157W7TUZ6EW,4,0,u,0
8087,1,BB,hrootp,1,Test,5109,0,A36157W7TUZ6EW,5,0,oo,0
8088,0,BG,thmass,1,Test,6702,0,A36157W7TUZ6EW,6,0,a,1
8089,1,worst,lbafthrizk,1,Catch,4559,0,A36157W7TUZ6EW,7,0,,1
8090,1,best,dellous,1,Catch,3894,1,A36157W7TUZ6EW,8,0,,1
8091,1,worst,wlratlumr,1,Catch,5382,0,A36157W7TUZ6EW,9,0,,1
8092,1,GB,smutp,0,Test,4582,0,A36157W7TUZ6EW,10,0,u,1
8093,1,GB,splokp,0,Test,3820,0,A36157W7TUZ6EW,11,0,o,1
8094,1,worst,psafzotrl,1,Catch,5735,0,A36157W7TUZ6EW,12,0,,0
8095,1,GB,skrefsh,0,Test,4349,0,A36157W7TUZ6EW,13,0,e,0
8096,0,BG,thnass,1,Test,3870,0,A36157W7TUZ6EW,14,0,a,1
8097,0,GG,skun,0,Test,8638,1,A36157W7TUZ6EW,15,0,u,0
8098,1,worst,tmuhriz,1,Catch,4084,0,A36157W7TUZ6EW,16,0,,1
8099,1,BB,thlod,1,Test,3222,0,A36157W7TUZ6EW,17,0,o,0
8100,0,BG,shpiff,1,Test,7158,1,A36157W7TUZ6EW,18,0,i,1
8101,1,worst,zgdokpevf,1,Catch,3598,0,A36157W7TUZ6EW,19,0,,0
8102,1,BB,dloosf,1,Test,4078,0,A36157W7TUZ6EW,20,0,oo,0
8103,1,GB,spooshp,0,Test,3502,0,A36157W7TUZ6EW,21,0,oo,0
8104,1,best,frotion,1,Catch,2949,1,A36157W7TUZ6EW,22,0,,0
8105,0,BG,shtip,1,Test,4959,1,A36157W7TUZ6EW,23,0,i,0
8106,0,GG,fleg,0,Test,2348,1,A36157W7TUZ6EW,24,0,e,1
8107,1,GB,plemth,0,Test,8055,1,A36157W7TUZ6EW,25,0,e,1
8108,1,best,claffer,1,Catch,2430,1,A36157W7TUZ6EW,26,0,,1
8109,1,BB,shnethk,1,Test,3343,0,A36157W7TUZ6EW,27,0,e,1
8110,0,BG,shtot,1,Test,2706,1,A36157W7TUZ6EW,28,0,o,1
8111,0,BG,shlod,1,Test,2098,1,A36157W7TUZ6EW,29,0,o,1
8112,1,GB,kloothk,0,Test,3084,0,A36157W7TUZ6EW,30,0,oo,1
8113,1,BB,thlishp,1,Test,5175,0,A36157W7TUZ6EW,31,0,i,1
8114,1,BB,lrishk,1,Test,9982,0,A36157W7TUZ6EW,32,0,i,0
8115,1,best,spellion,1,Catch,2694,1,A36157W7TUZ6EW,33,0,,0
8116,0,GG,sle,0,Test,2310,1,A36157W7TUZ6EW,34,0,e,1
8117,1,best,bressic,1,Catch,2431,1,A36157W7TUZ6EW,35,0,,1
8118,0,GG,brack,0,Test,2622,1,A36157W7TUZ6EW,36,0,a,1
8119,1,worst,kflisgwevr,1,Catch,3270,0,A36157W7TUZ6EW,37,0,,0
8120,1,best,merly,1,Catch,1694,1,A36157W7TUZ6EW,38,0,,0
8174,1,worst,zgdokpevf,1,Catch,6109,0,A36662QQDZ9J3R,3,0,,1
8175,1,BB,shnethk,1,Test,10040,0,A36662QQDZ9J3R,4,0,e,0
8176,1,best,spellion,1,Catch,4410,1,A36662QQDZ9J3R,5,0,,1
8177,1,best,claffer,1,Catch,2389,1,A36662QQDZ9J3R,6,0,,0
8178,1,GB,plemth,0,Test,10205,1,A36662QQDZ9J3R,7,0,e,0
8179,1,best,merly,1,Catch,2128,1,A36662QQDZ9J3R,8,0,,0
8180,1,GB,spooshp,0,Test,8453,0,A36662QQDZ9J3R,9,0,oo,0
8181,1,GB,splokp,0,Test,3595,0,A36662QQDZ9J3R,10,0,o,0
8182,0,GG,praz,0,Test,2201,1,A36662QQDZ9J3R,11,0,a,1
8183,1,best,bressic,1,Catch,5065,1,A36662QQDZ9J3R,12,0,,0
8184,0,GG,sle,0,Test,2071,1,A36662QQDZ9J3R,13,0,e,0
8185,0,GG,fleg,0,Test,2118,1,A36662QQDZ9J3R,14,0,e,0
8186,0,GG,brack,0,Test,1473,1,A36662QQDZ9J3R,15,0,a,0
8187,1,BB,hrootp,1,Test,2221,0,A36662QQDZ9J3R,16,0,oo,1
8188,1,BB,dloosf,1,Test,3256,0,A36662QQDZ9J3R,17,0,oo,0
8189,1,best,frotion,1,Catch,2253,1,A36662QQDZ9J3R,18,0,,0
8190,1,GB,smutp,0,Test,2265,0,A36662QQDZ9J3R,19,0,u,0
8191,1,BB,thlod,1,Test,2593,0,A36662QQDZ9J3R,20,0,o,0
8192,1,worst,psafzotrl,1,Catch,3524,0,A36662QQDZ9J3R,21,0,,0
8193,1,best,dellous,1,Catch,3118,1,A36662QQDZ9J3R,22,0,,1
8194,0,BG,thnass,1,Test,9213,0,A36662QQDZ9J3R,23,0,a,1
8195,1,worst,kflisgwevr,1,Catch,2178,0,A36662QQDZ9J3R,24,0,,1
8196,0,BG,shlod,1,Test,1768,1,A36662QQDZ9J3R,25,0,o,0
8197,0,GG,skun,0,Test,2495,1,A36662QQDZ9J3R,26,0,u,1
8198,1,worst,lbafthrizk,1,Catch,3376,0,A36662QQDZ9J3R,27,0,,0
8199,1,GB,skrefsh,0,Test,6576,1,A36662QQDZ9J3R,28,0,e,1
8200,1,BB,lrishk,1,Test,6726,0,A36662QQDZ9J3R,29,0,i,1
8201,0,BG,shtip,1,Test,7216,1,A36662QQDZ9J3R,30,0,i,0
8202,1,worst,tmuhriz,1,Catch,3348,0,A36662QQDZ9J3R,31,0,,1
8203,0,BG,shpiff,1,Test,2596,1,A36662QQDZ9J3R,32,0,i,0
8204,1,GB,kloothk,0,Test,10292,0,A36662QQDZ9J3R,33,0,oo,0
8205,0,GG,trug,0,Test,1710,1,A36662QQDZ9J3R,34,0,u,1
8206,0,BG,thmass,1,Test,2364,1,A36662QQDZ9J3R,35,0,a,0
8207,1,worst,wlratlumr,1,Catch,3637,0,A36662QQDZ9J3R,36,0,,1
8208,1,BB,thlishp,1,Test,4358,0,A36662QQDZ9J3R,37,0,i,0
8209,0,BG,shtot,1,Test,8268,1,A36662QQDZ9J3R,38,0,o,0
8219,1,GB,splokp,0,Test,7667,0,A368UU9FU3HDP2,3,0,o,1
8220,0,GG,sle,0,Test,2601,1,A368UU9FU3HDP2,4,0,e,0
8221,1,best,bressic,1,Catch,4198,0,A368UU9FU3HDP2,5,0,,0
8222,1,best,dellous,1,Catch,1789,1,A368UU9FU3HDP2,6,0,,0
8223,1,BB,thlod,1,Test,1930,0,A368UU9FU3HDP2,7,0,o,0
8224,0,BG,thmass,1,Test,2527,0,A368UU9FU3HDP2,8,0,a,0
8225,1,worst,lbafthrizk,1,Catch,1502,0,A368UU9FU3HDP2,9,0,,1
8226,0,BG,shlod,1,Test,3251,1,A368UU9FU3HDP2,10,0,o,0
8227,1,GB,spooshp,0,Test,2262,0,A368UU9FU3HDP2,11,0,oo,1
8228,1,worst,zgdokpevf,1,Catch,1404,0,A368UU9FU3HDP2,12,0,,1
8229,1,best,frotion,1,Catch,2176,1,A368UU9FU3HDP2,13,0,,1
8230,1,BB,dloosf,1,Test,2202,0,A368UU9FU3HDP2,14,0,oo,0
8231,0,BG,thnass,1,Test,3297,1,A368UU9FU3HDP2,15,0,a,1
8232,1,GB,smutp,0,Test,1946,0,A368UU9FU3HDP2,16,0,u,1
8233,1,worst,psafzotrl,1,Catch,1166,0,A368UU9FU3HDP2,17,0,,1
8234,1,worst,kflisgwevr,1,Catch,1015,0,A368UU9FU3HDP2,18,0,,1
8235,0,GG,praz,0,Test,4815,1,A368UU9FU3HDP2,19,0,a,1
8236,1,worst,tmuhriz,1,Catch,1862,0,A368UU9FU3HDP2,20,0,,0
8237,1,BB,shnethk,1,Test,1463,0,A368UU9FU3HDP2,21,0,e,0
8238,1,best,claffer,1,Catch,2757,1,A368UU9FU3HDP2,22,0,,1
8239,0,BG,shpiff,1,Test,3918,0,A368UU9FU3HDP2,23,0,i,1
8240,1,BB,thlishp,1,Test,1077,0,A368UU9FU3HDP2,24,0,i,1
8241,1,best,merly,1,Catch,1345,1,A368UU9FU3HDP2,25,0,,1
8242,1,best,spellion,1,Catch,1341,1,A368UU9FU3HDP2,26,0,,1
8243,0,GG,trug,0,Test,1541,1,A368UU9FU3HDP2,27,0,u,0
8244,1,GB,kloothk,0,Test,1698,0,A368UU9FU3HDP2,28,0,oo,0
8245,0,GG,brack,0,Test,1518,1,A368UU9FU3HDP2,29,0,a,1
8246,0,GG,skun,0,Test,1603,1,A368UU9FU3HDP2,30,0,u,0
8247,0,GG,fleg,0,Test,1275,1,A368UU9FU3HDP2,31,0,e,1
8248,0,BG,shtot,1,Test,2075,0,A368UU9FU3HDP2,32,0,o,1
8249,1,GB,skrefsh,0,Test,1539,0,A368UU9FU3HDP2,33,0,e,1
8250,1,BB,hrootp,1,Test,1723,0,A368UU9FU3HDP2,34,0,oo,0
8251,0,BG,shtip,1,Test,2243,1,A368UU9FU3HDP2,35,0,i,1
8252,1,GB,plemth,0,Test,2710,0,A368UU9FU3HDP2,36,0,e,1
8253,1,BB,lrishk,1,Test,2420,0,A368UU9FU3HDP2,37,0,i,0
8254,1,worst,wlratlumr,1,Catch,1215,0,A368UU9FU3HDP2,38,0,,0
8308,1,BB,zmemth,1,Test,4246,0,A36DDHDQ56N60C,3,2,e,1
8309,1,BB,dlooshp,1,Test,3033,0,A36DDHDQ56N60C,4,2,oo,1
8310,1,worst,kflisgwevr,1,Catch,2226,0,A36DDHDQ56N60C,5,2,,1
8311,1,worst,psafzotrl,1,Catch,7233,0,A36DDHDQ56N60C,6,2,,0
8312,1,GB,gloosf,0,Test,5483,0,A36DDHDQ56N60C,7,2,oo,0
8313,1,best,spellion,1,Catch,2442,1,A36DDHDQ56N60C,8,2,,0
8314,1,best,bressic,1,Catch,1813,1,A36DDHDQ56N60C,9,2,,0
8315,0,BG,vle,1,Test,3548,0,A36DDHDQ56N60C,10,2,e,1
8316,0,BG,lrug,1,Test,3027,1,A36DDHDQ56N60C,11,2,u,0
8317,0,BG,thmeg,1,Test,2391,0,A36DDHDQ56N60C,12,2,e,0
8318,1,worst,wlratlumr,1,Catch,2189,0,A36DDHDQ56N60C,13,2,,1
8319,1,best,merly,1,Catch,2115,1,A36DDHDQ56N60C,14,2,,1
8320,0,GG,stip,0,Test,1458,1,A36DDHDQ56N60C,15,2,i,1
8321,1,GB,blod,0,Test,2168,0,A36DDHDQ56N60C,16,2,o,0
8322,1,best,claffer,1,Catch,1621,1,A36DDHDQ56N60C,17,2,,0
8323,0,GG,swod,0,Test,2229,1,A36DDHDQ56N60C,18,2,o,1
8324,0,BG,zmaz,1,Test,2555,0,A36DDHDQ56N60C,19,2,a,0
8325,1,GB,krishp,0,Test,4442,0,A36DDHDQ56N60C,20,2,i,0
8326,0,GG,striff,0,Test,2182,1,A36DDHDQ56N60C,21,2,i,0
8327,1,worst,tmuhriz,1,Catch,1703,0,A36DDHDQ56N60C,22,2,,0
8328,0,GG,grot,0,Test,1646,1,A36DDHDQ56N60C,23,2,o,0
8329,1,GB,frootp,0,Test,2115,0,A36DDHDQ56N60C,24,2,oo,1
8330,1,GB,thrishk,0,Test,2128,0,A36DDHDQ56N60C,25,2,i,1
8331,1,worst,zgdokpevf,1,Catch,2001,0,A36DDHDQ56N60C,26,2,,0
8332,1,best,frotion,1,Catch,1688,1,A36DDHDQ56N60C,27,2,,0
8333,1,BB,thnoothk,1,Test,1897,0,A36DDHDQ56N60C,28,2,oo,1
8334,0,GG,drass,0,Test,1922,1,A36DDHDQ56N60C,29,2,a,1
8335,1,BB,shpefsh,1,Test,2276,0,A36DDHDQ56N60C,30,2,e,0
8336,0,BG,vlack,1,Test,3178,0,A36DDHDQ56N60C,31,2,a,0
8337,1,BB,shlokp,1,Test,2183,0,A36DDHDQ56N60C,32,2,o,0
8338,1,best,dellous,1,Catch,1706,1,A36DDHDQ56N60C,33,2,,1
8339,0,BG,shnun,1,Test,2562,0,A36DDHDQ56N60C,34,2,u,1
8340,1,BB,hrutp,1,Test,1628,0,A36DDHDQ56N60C,35,2,u,1
8341,0,GG,snass,0,Test,2098,1,A36DDHDQ56N60C,36,2,a,0
8342,1,GB,shrethk,0,Test,2025,0,A36DDHDQ56N60C,37,2,e,0
8343,1,worst,lbafthrizk,1,Catch,1617,0,A36DDHDQ56N60C,38,2,,1
8397,1,worst,tmuhriz,1,Catch,9248,0,A36O6HV8LCXLJR,3,1,,0
8398,1,BB,shpishk,1,Test,11669,0,A36O6HV8LCXLJR,4,1,i,0
8399,1,BB,shtithp,1,Test,18321,0,A36O6HV8LCXLJR,5,1,i,0
8400,0,BG,shlock,1,Test,5635,1,A36O6HV8LCXLJR,6,1,o,0
8401,0,BG,dlood,1,Test,5855,1,A36O6HV8LCXLJR,7,1,oo,0
8402,1,GB,slemth,0,Test,4492,1,A36O6HV8LCXLJR,8,1,e,0
8403,1,BB,shtopk,1,Test,26035,0,A36O6HV8LCXLJR,9,1,o,1
8404,1,BB,shlokp,1,Test,22911,0,A36O6HV8LCXLJR,10,1,o,1
8405,1,GB,trusf,0,Test,4135,1,A36O6HV8LCXLJR,11,1,u,1
8406,1,worst,kflisgwevr,1,Catch,24520,1,A36O6HV8LCXLJR,12,1,,0
8407,0,GG,blom,0,Test,2079,1,A36O6HV8LCXLJR,13,1,o,0
8408,0,BG,hrul,1,Test,4844,1,A36O6HV8LCXLJR,14,1,u,1
8409,0,GG,froom,0,Test,3132,1,A36O6HV8LCXLJR,15,1,oo,1
8410,1,best,bressic,1,Catch,3474,1,A36O6HV8LCXLJR,16,1,,0
8411,0,GG,shrell,0,Test,3919,1,A36O6HV8LCXLJR,17,1,e,1
8412,0,BG,zmen,1,Test,2698,1,A36O6HV8LCXLJR,18,1,e,0
8413,1,worst,zgdokpevf,1,Catch,4334,0,A36O6HV8LCXLJR,19,1,,1
8414,0,GG,krizz,0,Test,2631,1,A36O6HV8LCXLJR,20,1,i,0
8415,1,worst,lbafthrizk,1,Catch,8591,0,A36O6HV8LCXLJR,21,1,,0
8416,0,GG,gloo,0,Test,1829,1,A36O6HV8LCXLJR,22,1,oo,0
8417,1,worst,psafzotrl,1,Catch,29723,0,A36O6HV8LCXLJR,23,1,,1
8418,1,GB,flepk,0,Test,3713,1,A36O6HV8LCXLJR,24,1,e,1
8419,1,best,dellous,1,Catch,5249,1,A36O6HV8LCXLJR,25,1,,0
8420,1,worst,wlratlumr,1,Catch,7601,1,A36O6HV8LCXLJR,26,1,,1
8421,1,GB,skuthp,0,Test,21556,1,A36O6HV8LCXLJR,27,1,u,1
8422,0,BG,thnoop,1,Test,5691,1,A36O6HV8LCXLJR,28,1,oo,0
8423,1,best,merly,1,Catch,2003,1,A36O6HV8LCXLJR,29,1,,0
8424,1,best,claffer,1,Catch,3170,1,A36O6HV8LCXLJR,30,1,,1
8425,0,GG,thrit,0,Test,2625,1,A36O6HV8LCXLJR,31,1,i,1
8426,1,BB,thmathf,1,Test,10160,0,A36O6HV8LCXLJR,32,1,a,1
8427,1,GB,brafsh,0,Test,3480,1,A36O6HV8LCXLJR,33,1,a,1
8428,1,best,spellion,1,Catch,2750,1,A36O6HV8LCXLJR,34,1,,1
8429,1,GB,prad,0,Test,4815,1,A36O6HV8LCXLJR,35,1,a,1
8430,1,BB,thnathf,1,Test,8649,0,A36O6HV8LCXLJR,36,1,a,0
8431,0,BG,shpeff,1,Test,5084,1,A36O6HV8LCXLJR,37,1,e,0
8432,1,best,frotion,1,Catch,2485,1,A36O6HV8LCXLJR,38,1,,1
8604,0,GG,skun,0,Test,8250,1,A397CTGENAQAYU,3,0,u,0
8605,0,BG,shtot,1,Test,3981,0,A397CTGENAQAYU,4,0,o,1
8606,0,GG,fleg,0,Test,2290,1,A397CTGENAQAYU,5,0,e,0
8607,1,BB,shnethk,1,Test,1697,0,A397CTGENAQAYU,6,0,e,0
8608,0,BG,thnass,1,Test,1337,0,A397CTGENAQAYU,7,0,a,0
8609,0,GG,praz,0,Test,1296,0,A397CTGENAQAYU,8,0,a,0
8610,1,worst,tmuhriz,1,Catch,1288,1,A397CTGENAQAYU,9,0,,1
8611,1,GB,splokp,0,Test,2125,0,A397CTGENAQAYU,10,0,o,1
8612,1,GB,skrefsh,0,Test,979,0,A397CTGENAQAYU,11,0,e,1
8613,1,GB,kloothk,0,Test,1195,1,A397CTGENAQAYU,12,0,oo,0
8614,1,best,spellion,1,Catch,3505,1,A397CTGENAQAYU,13,0,,1
8615,1,BB,dloosf,1,Test,1363,0,A397CTGENAQAYU,14,0,oo,1
8616,0,GG,sle,0,Test,1821,1,A397CTGENAQAYU,15,0,e,1
8617,0,BG,thmass,1,Test,1782,0,A397CTGENAQAYU,16,0,a,1
8618,1,best,bressic,1,Catch,1845,1,A397CTGENAQAYU,17,0,,0
8619,1,best,claffer,1,Catch,1409,1,A397CTGENAQAYU,18,0,,0
8620,1,best,frotion,1,Catch,2212,1,A397CTGENAQAYU,19,0,,1
8621,1,best,merly,1,Catch,1254,1,A397CTGENAQAYU,20,0,,0
8622,0,GG,brack,0,Test,1298,1,A397CTGENAQAYU,21,0,a,1
8623,0,BG,shpiff,1,Test,1573,0,A397CTGENAQAYU,22,0,i,0
8624,1,BB,thlishp,1,Test,1334,0,A397CTGENAQAYU,23,0,i,0
8625,1,GB,smutp,0,Test,1363,0,A397CTGENAQAYU,24,0,u,0
8626,0,GG,trug,0,Test,1639,1,A397CTGENAQAYU,25,0,u,1
8627,1,worst,wlratlumr,1,Catch,1588,0,A397CTGENAQAYU,26,0,,0
8628,1,GB,plemth,0,Test,1981,0,A397CTGENAQAYU,27,0,e,0
8629,1,worst,psafzotrl,1,Catch,1262,0,A397CTGENAQAYU,28,0,,0
8630,1,worst,lbafthrizk,1,Catch,1095,0,A397CTGENAQAYU,29,0,,0
8631,1,worst,kflisgwevr,1,Catch,1236,0,A397CTGENAQAYU,30,0,,1
8632,1,best,dellous,1,Catch,1416,1,A397CTGENAQAYU,31,0,,1
8633,0,BG,shlod,1,Test,2495,1,A397CTGENAQAYU,32,0,o,1
8634,1,worst,zgdokpevf,1,Catch,1418,0,A397CTGENAQAYU,33,0,,0
8635,1,BB,lrishk,1,Test,2191,0,A397CTGENAQAYU,34,0,i,1
8636,1,GB,spooshp,0,Test,1397,0,A397CTGENAQAYU,35,0,oo,1
8637,0,BG,shtip,1,Test,1244,0,A397CTGENAQAYU,36,0,i,1
8638,1,BB,thlod,1,Test,1991,0,A397CTGENAQAYU,37,0,o,0
8639,1,BB,hrootp,1,Test,1292,0,A397CTGENAQAYU,38,0,oo,0
8730,1,best,bressic,1,Catch,3894,1,A39K9RKR1YHQOR,3,3,,1
8731,1,worst,kflisgwevr,1,Catch,2165,0,A39K9RKR1YHQOR,4,3,,0
8732,0,GG,spood,0,Test,1338,1,A39K9RKR1YHQOR,5,3,oo,0
8733,0,BG,lrit,1,Test,1096,1,A39K9RKR1YHQOR,6,3,i,0
8734,1,worst,tmuhriz,1,Catch,1238,0,A39K9RKR1YHQOR,7,3,,0
8735,1,BB,vlafsh,1,Test,1046,0,A39K9RKR1YHQOR,8,3,a,0
8736,0,GG,splock,0,Test,1262,1,A39K9RKR1YHQOR,9,3,o,1
8737,0,BG,thlom,1,Test,1785,1,A39K9RKR1YHQOR,10,3,o,1
8738,1,BB,lrusf,1,Test,1486,0,A39K9RKR1YHQOR,11,3,u,0
8739,1,GB,gropk,0,Test,2181,0,A39K9RKR1YHQOR,12,3,o,1
8740,1,best,dellous,1,Catch,1188,1,A39K9RKR1YHQOR,13,3,,1
8741,1,best,frotion,1,Catch,1526,1,A39K9RKR1YHQOR,14,3,,0
8742,1,GB,stithp,0,Test,1163,0,A39K9RKR1YHQOR,15,3,i,0
8743,1,worst,zgdokpevf,1,Catch,1491,0,A39K9RKR1YHQOR,16,3,,0
8744,0,BG,dloo,1,Test,1205,1,A39K9RKR1YHQOR,17,3,oo,0
8745,1,BB,zmad,1,Test,1090,0,A39K9RKR1YHQOR,18,3,a,1
8746,0,BG,shnell,1,Test,1339,1,A39K9RKR1YHQOR,19,3,e,1
8747,1,best,claffer,1,Catch,1070,1,A39K9RKR1YHQOR,20,3,,1
8748,0,GG,plen,0,Test,2356,1,A39K9RKR1YHQOR,21,3,e,0
8749,0,GG,kloop,0,Test,1194,1,A39K9RKR1YHQOR,22,3,oo,1
8750,0,BG,thlizz,1,Test,1283,1,A39K9RKR1YHQOR,23,3,i,1
8751,1,GB,snathf,0,Test,1225,0,A39K9RKR1YHQOR,24,3,a,0
8752,1,BB,vlemth,1,Test,1065,0,A39K9RKR1YHQOR,25,3,e,0
8753,1,worst,psafzotrl,1,Catch,1066,0,A39K9RKR1YHQOR,26,3,,0
8754,0,GG,skreff,0,Test,1277,1,A39K9RKR1YHQOR,27,3,e,1
8755,1,best,spellion,1,Catch,1326,1,A39K9RKR1YHQOR,28,3,,1
8756,1,BB,thmepk,1,Test,1452,0,A39K9RKR1YHQOR,29,3,e,0
8757,1,GB,strishk,0,Test,1900,0,A39K9RKR1YHQOR,30,3,i,0
8758,1,worst,lbafthrizk,1,Catch,1207,0,A39K9RKR1YHQOR,31,3,,1
8759,0,GG,smul,0,Test,1430,1,A39K9RKR1YHQOR,32,3,u,1
8760,1,BB,shnuthp,1,Test,946,0,A39K9RKR1YHQOR,33,3,u,1
8761,1,worst,wlratlumr,1,Catch,1136,0,A39K9RKR1YHQOR,34,3,,1
8762,1,best,merly,1,Catch,1157,1,A39K9RKR1YHQOR,35,3,,0
8763,1,GB,drathf,0,Test,1029,0,A39K9RKR1YHQOR,36,3,a,1
8764,1,GB,swokp,0,Test,1434,0,A39K9RKR1YHQOR,37,3,o,0
8765,0,BG,hroom,1,Test,2135,1,A39K9RKR1YHQOR,38,3,oo,1
8821,0,BG,shpiff,1,Test,8052,1,A39RGARQZH9C9J,3,0,i,0
8822,1,BB,lrishk,1,Test,5361,1,A39RGARQZH9C9J,4,0,i,0
8823,0,GG,sle,0,Test,3026,1,A39RGARQZH9C9J,5,0,e,0
8824,0,BG,shtip,1,Test,8366,1,A39RGARQZH9C9J,6,0,i,1
8825,1,BB,shnethk,1,Test,5823,0,A39RGARQZH9C9J,7,0,e,1
8826,1,GB,kloothk,0,Test,10653,1,A39RGARQZH9C9J,8,0,oo,0
8827,1,worst,zgdokpevf,1,Catch,3200,0,A39RGARQZH9C9J,9,0,,0
8828,1,BB,thlod,1,Test,10316,0,A39RGARQZH9C9J,10,0,o,0
8829,1,best,bressic,1,Catch,2165,1,A39RGARQZH9C9J,11,0,,0
8830,1,best,dellous,1,Catch,2560,1,A39RGARQZH9C9J,12,0,,0
