,CodaViolation,Condition,Filler,Item,OnsetViolation,ReactionTime,SelectedTest,Subject,TestPosition,TrialNumber,Version,Vowel
1309,0,BG,sklime,23,1,2644,0,A27WQKJ0EAA6SK,1,11,3,oo
1311,1,GB,slils,2,0,1244,0,A27WQKJ0EAA6SK,1,13,3,o
1312,1,BB,gralfth,8,1,1484,0,A27WQKJ0EAA6SK,1,14,3,e
1313,0,BG,spelsh,3,1,4885,0,A27WQKJ0EAA6SK,0,15,3,i
1314,1,GB,spup,6,0,1638,1,A27WQKJ0EAA6SK,1,16,3,a
1315,1,BB,flelg,12,1,2436,0,A27WQKJ0EAA6SK,0,17,3,a
1316,0,BG,trilb,7,1,2388,0,A27WQKJ0EAA6SK,0,18,3,i
1317,0,BG,sloond,19,1,1436,0,A27WQKJ0EAA6SK,0,19,3,e
1319,0,GG,brur,9,0,3020,1,A27WQKJ0EAA6SK,1,21,3,u
1320,1,BB,skoths,4,1,1397,0,A27WQKJ0EAA6SK,1,22,3,u
1321,1,GB,glagd,14,0,1082,0,A27WQKJ0EAA6SK,1,23,3,i
1323,0,BG,fashk,11,1,1404,0,A27WQKJ0EAA6SK,0,25,3,oo
1324,0,GG,skuck,17,0,1525,1,A27WQKJ0EAA6SK,0,26,3,oo
1325,0,GG,throth,21,0,1300,1,A27WQKJ0EAA6SK,0,27,3,o
1326,1,BB,gwempt,0,1,1004,1,A27WQKJ0EAA6SK,1,28,3,a
1327,1,GB,felmth,22,0,981,0,A27WQKJ0EAA6SK,0,29,3,i
1337,0,GG,dwoond,5,0,4082,1,A29YR43EA2W0VR,1,2,3,oo
1338,0,GG,felmth,21,0,5843,1,A29YR43EA2W0VR,0,3,3,o
1339,1,GB,trilb,22,0,4731,0,A29YR43EA2W0VR,0,4,3,i
1340,1,GB,spup,2,0,4659,1,A29YR43EA2W0VR,1,5,3,o
1341,1,BB,glagd,4,1,4385,0,A29YR43EA2W0VR,0,6,3,u
1342,1,GB,sklime,14,0,3748,0,A29YR43EA2W0VR,0,7,3,i
1343,1,GB,fashk,10,0,3910,0,A29YR43EA2W0VR,0,8,3,o
1345,0,GG,throth,1,0,2419,1,A29YR43EA2W0VR,0,10,3,e
1347,1,BB,sloond,20,1,1759,0,A29YR43EA2W0VR,0,12,3,u
1348,0,BG,skralk,11,1,2113,0,A29YR43EA2W0VR,1,13,3,oo
1350,1,BB,gwempt,8,1,4453,0,A29YR43EA2W0VR,1,15,3,e
1351,0,BG,shrelth,19,1,2160,1,A29YR43EA2W0VR,0,16,3,e
1352,1,BB,flelg,0,1,2374,0,A29YR43EA2W0VR,1,17,3,a
1353,1,GB,smim,6,0,3201,1,A29YR43EA2W0VR,1,18,3,a
1355,0,BG,shesp,7,1,1792,1,A29YR43EA2W0VR,0,20,3,i
1356,0,BG,gwald,15,1,1735,1,A29YR43EA2W0VR,1,21,3,o
1357,1,BB,skuck,16,1,1463,0,A29YR43EA2W0VR,0,22,3,e
1358,0,BG,spelsh,23,1,2010,0,A29YR43EA2W0VR,0,23,3,oo
1359,0,GG,skoths,17,0,1837,1,A29YR43EA2W0VR,0,24,3,oo
1360,1,BB,blelth,12,1,2350,0,A29YR43EA2W0VR,0,25,3,a
1361,0,GG,brur,9,0,2384,1,A29YR43EA2W0VR,1,26,3,u
1362,1,GB,gralfth,18,0,4616,1,A29YR43EA2W0VR,1,27,3,a
1363,0,BG,threlt,3,1,2181,0,A29YR43EA2W0VR,1,28,3,i
1364,0,GG,slils,13,0,1880,1,A29YR43EA2W0VR,1,29,3,e
1374,0,BG,trilb,13,1,50313,1,A2C7VUFGB8WGCG,0,2,1,e
1375,1,BB,slils,2,1,2867,0,A2C7VUFGB8WGCG,1,3,1,o
1376,1,BB,threlt,10,1,1629,0,A2C7VUFGB8WGCG,1,4,1,o
1377,0,GG,glagd,7,0,1870,1,A2C7VUFGB8WGCG,0,5,1,i
1378,1,GB,sloond,8,0,1453,0,A2C7VUFGB8WGCG,0,6,1,e
1380,1,BB,shrelth,14,1,1071,0,A2C7VUFGB8WGCG,0,8,1,i
1381,1,BB,brur,22,1,1438,0,A2C7VUFGB8WGCG,0,9,1,i
1382,0,BG,skralk,9,1,1253,0,A2C7VUFGB8WGCG,0,10,1,u
1384,0,GG,skuck,19,0,1239,1,A2C7VUFGB8WGCG,0,12,1,e
1385,1,BB,spup,18,1,2382,0,A2C7VUFGB8WGCG,1,13,1,a
1386,0,BG,fashk,5,1,2430,0,A2C7VUFGB8WGCG,0,14,1,oo
1387,0,GG,shesp,3,0,1661,0,A2C7VUFGB8WGCG,1,15,1,i
1388,0,BG,sklime,21,1,2518,0,A2C7VUFGB8WGCG,1,16,1,o
1389,0,BG,spelsh,1,1,1495,0,A2C7VUFGB8WGCG,0,17,1,e
1391,1,GB,gralfth,16,0,1935,1,A2C7VUFGB8WGCG,1,19,1,e
1392,1,GB,gwempt,0,0,1685,0,A2C7VUFGB8WGCG,1,20,1,a
1393,1,GB,flelg,4,0,2022,0,A2C7VUFGB8WGCG,0,21,1,u
1394,1,BB,smim,6,1,1966,1,A2C7VUFGB8WGCG,1,22,1,a
1395,1,GB,felmth,20,0,1670,0,A2C7VUFGB8WGCG,0,23,1,u
1396,0,BG,throth,17,1,1310,0,A2C7VUFGB8WGCG,1,24,1,oo
1397,0,GG,gwald,11,0,1182,1,A2C7VUFGB8WGCG,1,25,1,oo
1398,0,GG,dwoond,23,0,1333,1,A2C7VUFGB8WGCG,0,26,1,oo
1399,0,GG,blelth,15,0,1114,1,A2C7VUFGB8WGCG,0,27,1,o
1401,1,GB,skoths,12,0,1687,0,A2C7VUFGB8WGCG,0,29,1,a
1411,0,GG,glagd,2,0,15504,1,A2CU75UPXCS8J6,1,2,2,o
1412,1,BB,slils,17,1,5713,0,A2CU75UPXCS8J6,0,3,2,oo
1413,1,BB,sklime,5,1,5527,0,A2CU75UPXCS8J6,1,4,2,oo
1414,1,GB,skuck,23,0,6883,0,A2CU75UPXCS8J6,0,5,2,oo
1415,0,BG,felmth,8,1,4854,1,A2CU75UPXCS8J6,0,6,2,e
1417,0,BG,sloond,16,1,4352,0,A2CU75UPXCS8J6,1,8,2,e
1419,0,GG,trilb,22,0,3920,1,A2CU75UPXCS8J6,0,10,2,i
1420,1,BB,brur,9,1,3219,0,A2CU75UPXCS8J6,1,11,2,u
1421,1,GB,shesp,15,0,3811,0,A2CU75UPXCS8J6,1,12,2,o
1422,0,BG,spelsh,0,1,2946,0,A2CU75UPXCS8J6,0,13,2,a
1424,1,GB,gwempt,11,0,3318,0,A2CU75UPXCS8J6,1,15,2,oo
1425,0,BG,threlt,4,1,4082,0,A2CU75UPXCS8J6,0,16,2,u
1426,1,BB,shrelth,13,1,5120,0,A2CU75UPXCS8J6,0,17,2,e
1427,0,GG,smim,6,0,3227,1,A2CU75UPXCS8J6,1,18,2,a
1428,1,BB,spup,1,1,2854,0,A2CU75UPXCS8J6,1,19,2,e
1429,0,GG,flelg,14,0,4514,1,A2CU75UPXCS8J6,1,20,2,i
1430,1,BB,skralk,21,1,3577,0,A2CU75UPXCS8J6,1,21,2,o
1431,1,GB,skoths,19,0,2949,0,A2CU75UPXCS8J6,0,22,2,e
1432,0,GG,gwald,10,0,3042,1,A2CU75UPXCS8J6,1,23,2,o
1433,0,GG,blelth,18,0,5511,1,A2CU75UPXCS8J6,0,24,2,a
1434,1,GB,fashk,3,0,2612,0,A2CU75UPXCS8J6,0,25,2,i
1435,0,BG,dwoond,20,1,7640,0,A2CU75UPXCS8J6,1,26,2,u
1436,0,BG,gralfth,12,1,3477,0,A2CU75UPXCS8J6,1,27,2,a
1437,1,GB,throth,7,0,2507,0,A2CU75UPXCS8J6,1,28,2,i
1448,0,GG,gwald,7,0,8314,1,A2EN5NPUSZ4N09,0,2,1,i
1449,1,GB,felmth,4,0,4786,1,A2EN5NPUSZ4N09,1,3,1,u
1450,0,GG,blelth,19,0,2291,1,A2EN5NPUSZ4N09,1,4,1,e
1451,1,GB,fashk,20,0,4061,0,A2EN5NPUSZ4N09,1,5,1,u
1452,1,BB,flelg,14,1,3882,0,A2EN5NPUSZ4N09,1,6,1,i
1453,1,GB,dwoond,16,0,2405,0,A2EN5NPUSZ4N09,0,7,1,e
1454,0,GG,sloond,11,0,2451,1,A2EN5NPUSZ4N09,1,8,1,oo
1455,1,GB,skoths,12,0,4379,0,A2EN5NPUSZ4N09,0,9,1,a
1457,0,BG,spelsh,9,1,2494,0,A2EN5NPUSZ4N09,0,11,1,u
1458,1,BB,slils,6,1,3959,1,A2EN5NPUSZ4N09,0,12,1,a
1459,0,BG,spup,17,1,2411,1,A2EN5NPUSZ4N09,1,13,1,oo
1460,1,GB,gwempt,8,0,3630,0,A2EN5NPUSZ4N09,1,14,1,e
1461,0,GG,glagd,23,0,2329,1,A2EN5NPUSZ4N09,1,15,1,oo
1462,1,GB,skuck,0,0,2554,0,A2EN5NPUSZ4N09,1,16,1,a
1463,0,BG,trilb,21,1,2767,0,A2EN5NPUSZ4N09,1,17,1,o
1464,1,BB,shesp,2,1,1631,0,A2EN5NPUSZ4N09,0,18,1,o
1465,0,GG,threlt,3,0,2545,1,A2EN5NPUSZ4N09,1,19,1,i
1466,0,BG,smim,5,1,2123,0,A2EN5NPUSZ4N09,0,20,1,oo
1469,1,BB,gralfth,22,1,2986,0,A2EN5NPUSZ4N09,0,23,1,i
1470,0,BG,sklime,1,1,2820,0,A2EN5NPUSZ4N09,0,24,1,e
1471,0,GG,shrelth,15,0,1937,1,A2EN5NPUSZ4N09,1,25,1,o
1472,1,BB,brur,10,1,1361,0,A2EN5NPUSZ4N09,1,26,1,o
1473,0,BG,skralk,13,1,2571,1,A2EN5NPUSZ4N09,0,27,1,e
1474,1,BB,throth,18,1,1335,0,A2EN5NPUSZ4N09,1,28,1,a
1485,0,BG,skralk,9,1,10009,0,A2G7N0X0PNX0EE,1,2,1,u
1486,1,BB,shrelth,10,1,9145,0,A2G7N0X0PNX0EE,1,3,1,o
1487,0,BG,trilb,13,1,6891,1,A2G7N0X0PNX0EE,1,4,1,e
1488,1,BB,sklime,14,1,3789,0,A2G7N0X0PNX0EE,0,5,1,i
1490,0,BG,glagd,5,1,16892,0,A2G7N0X0PNX0EE,1,7,1,oo
1491,1,BB,slils,18,1,5003,0,A2G7N0X0PNX0EE,1,8,1,a
1492,0,BG,flelg,21,1,4283,1,A2G7N0X0PNX0EE,1,9,1,o
1493,1,GB,sloond,16,0,5836,0,A2G7N0X0PNX0EE,0,10,1,e
1494,0,GG,shesp,7,0,2795,1,A2G7N0X0PNX0EE,0,11,1,i
1495,1,GB,dwoond,20,0,4155,0,A2G7N0X0PNX0EE,1,12,1,u
1496,1,BB,smim,22,1,2012,0,A2G7N0X0PNX0EE,0,13,1,i
1497,0,GG,spup,15,0,2492,1,A2G7N0X0PNX0EE,0,14,1,o
1498,0,GG,throth,11,0,3452,0,A2G7N0X0PNX0EE,0,15,1,oo
1499,1,GB,gwempt,4,0,3852,0,A2G7N0X0PNX0EE,0,16,1,u
1500,0,BG,gwald,1,1,3131,0,A2G7N0X0PNX0EE,0,17,1,e
1501,1,BB,gralfth,6,1,5019,0,A2G7N0X0PNX0EE,0,18,1,a
1502,1,GB,spelsh,8,0,3035,0,A2G7N0X0PNX0EE,0,19,1,e
1504,0,BG,felmth,17,1,3788,0,A2G7N0X0PNX0EE,1,21,1,oo
1505,1,GB,brur,0,0,3643,1,A2G7N0X0PNX0EE,0,22,1,a
1506,0,GG,blelth,23,0,2027,1,A2G7N0X0PNX0EE,0,23,1,oo
1507,1,BB,fashk,2,1,3947,0,A2G7N0X0PNX0EE,1,24,1,o
1508,0,GG,skoths,3,0,4076,1,A2G7N0X0PNX0EE,1,25,1,i
1509,1,GB,skuck,12,0,3869,0,A2G7N0X0PNX0EE,1,26,1,a
1511,0,GG,threlt,19,0,2843,0,A2G7N0X0PNX0EE,0,28,1,e
1559,0,BG,sklime,4,1,4852,0,A2LVAD3U0MFOIM,1,2,2,u
1560,0,GG,shrelth,14,0,2650,1,A2LVAD3U0MFOIM,0,3,2,i
1561,1,BB,threlt,17,1,1910,0,A2LVAD3U0MFOIM,1,4,2,oo
1562,1,GB,skralk,3,0,5475,1,A2LVAD3U0MFOIM,1,5,2,i
1563,0,BG,skoths,20,1,1945,0,A2LVAD3U0MFOIM,0,6,2,u
1564,0,BG,gwald,8,1,3361,0,A2LVAD3U0MFOIM,1,7,2,e
1565,0,BG,dwoond,12,1,3012,1,A2LVAD3U0MFOIM,1,8,2,a
1566,1,BB,fashk,21,1,3465,0,A2LVAD3U0MFOIM,0,9,2,o
1567,1,BB,spup,5,1,4335,0,A2LVAD3U0MFOIM,0,10,2,oo
1569,1,BB,flelg,13,1,3634,0,A2LVAD3U0MFOIM,0,12,2,e
1571,1,BB,blelth,9,1,1770,0,A2LVAD3U0MFOIM,1,14,2,u
1572,0,GG,spelsh,18,0,981,1,A2LVAD3U0MFOIM,0,15,2,a
1573,1,GB,felmth,15,0,2741,1,A2LVAD3U0MFOIM,1,16,2,o
1574,1,GB,brur,7,0,2465,0,A2LVAD3U0MFOIM,1,17,2,i
1575,0,GG,glagd,22,0,1988,1,A2LVAD3U0MFOIM,1,18,2,i
1576,1,BB,smim,1,1,1982,0,A2LVAD3U0MFOIM,0,19,2,e
1577,1,GB,slils,23,0,2108,1,A2LVAD3U0MFOIM,0,20,2,oo
1579,1,GB,sloond,11,0,1512,0,A2LVAD3U0MFOIM,0,22,2,oo
1580,1,GB,gralfth,19,0,2213,0,A2LVAD3U0MFOIM,1,23,2,e
1582,0,GG,skuck,2,0,988,1,A2LVAD3U0MFOIM,1,25,2,o
1583,0,GG,trilb,6,0,1480,1,A2LVAD3U0MFOIM,0,26,2,a
1584,0,BG,shesp,0,1,1783,0,A2LVAD3U0MFOIM,1,27,2,a
1585,0,BG,throth,16,1,1245,0,A2LVAD3U0MFOIM,1,28,2,e
1586,0,GG,gwempt,10,0,1146,1,A2LVAD3U0MFOIM,1,29,2,o
1597,0,BG,gwald,5,1,4197,0,A2OMWZZ5IHPJUD,1,3,1,oo
1598,1,GB,skoths,20,0,2352,0,A2OMWZZ5IHPJUD,0,4,1,u
1599,1,GB,slils,12,0,1505,0,A2OMWZZ5IHPJUD,0,5,1,a
1600,0,GG,fashk,15,0,1628,1,A2OMWZZ5IHPJUD,0,6,1,o
1601,1,BB,throth,10,1,1742,0,A2OMWZZ5IHPJUD,1,7,1,o
1602,0,GG,dwoond,19,0,2165,1,A2OMWZZ5IHPJUD,1,8,1,e
1604,1,GB,shesp,16,0,1560,0,A2OMWZZ5IHPJUD,0,10,1,e
1605,0,BG,brur,17,1,1697,0,A2OMWZZ5IHPJUD,0,11,1,oo
1606,1,GB,flelg,4,0,2425,1,A2OMWZZ5IHPJUD,0,12,1,u
1607,1,BB,spup,18,1,2328,0,A2OMWZZ5IHPJUD,0,13,1,a
1608,0,GG,shrelth,7,0,3793,0,A2OMWZZ5IHPJUD,0,14,1,i
1609,0,GG,gwempt,23,0,1560,1,A2OMWZZ5IHPJUD,1,15,1,oo
1610,0,BG,trilb,13,1,2152,1,A2OMWZZ5IHPJUD,0,16,1,e
1611,0,BG,felmth,21,1,1159,0,A2OMWZZ5IHPJUD,1,17,1,o
1612,1,BB,sloond,6,1,1900,1,A2OMWZZ5IHPJUD,1,18,1,a
1614,1,BB,skralk,2,1,1153,0,A2OMWZZ5IHPJUD,1,20,1,o
1615,1,GB,blelth,8,0,3589,0,A2OMWZZ5IHPJUD,1,21,1,e
1616,0,BG,spelsh,9,1,2169,0,A2OMWZZ5IHPJUD,1,22,1,u
1617,1,GB,smim,0,0,1421,0,A2OMWZZ5IHPJUD,0,23,1,a
1618,1,BB,gralfth,22,1,1736,0,A2OMWZZ5IHPJUD,0,24,1,i
1619,1,BB,glagd,14,1,1927,1,A2OMWZZ5IHPJUD,1,25,1,i
1620,0,BG,skuck,1,1,1479,0,A2OMWZZ5IHPJUD,1,26,1,e
1622,0,GG,threlt,11,0,1584,0,A2OMWZZ5IHPJUD,0,28,1,oo
1623,0,GG,sklime,3,0,1905,1,A2OMWZZ5IHPJUD,0,29,1,i
1633,1,GB,dwoond,6,0,12230,0,A2OS3NGWKOM69E,1,2,3,a
1634,1,BB,slils,0,1,2093,0,A2OS3NGWKOM69E,0,3,3,a
1635,1,BB,sklime,20,1,5437,0,A2OS3NGWKOM69E,1,4,3,u
1636,0,BG,shesp,23,1,2559,0,A2OS3NGWKOM69E,1,5,3,oo
1638,0,GG,felmth,21,0,2119,1,A2OS3NGWKOM69E,0,7,3,o
1639,1,GB,smim,18,0,2579,0,A2OS3NGWKOM69E,1,8,3,a
1640,1,BB,gralfth,12,1,3096,0,A2OS3NGWKOM69E,1,9,3,a
1641,0,BG,spelsh,19,1,1958,0,A2OS3NGWKOM69E,0,10,3,e
1642,1,BB,blelth,8,1,1479,0,A2OS3NGWKOM69E,1,11,3,e
1643,0,BG,spup,15,1,4205,1,A2OS3NGWKOM69E,0,12,3,o
1644,1,GB,trilb,22,0,2577,0,A2OS3NGWKOM69E,0,13,3,i
1645,0,BG,gwempt,11,1,2918,1,A2OS3NGWKOM69E,1,14,3,oo
1646,0,GG,fashk,9,0,1769,1,A2OS3NGWKOM69E,0,15,3,u
1647,0,BG,brur,7,1,2476,0,A2OS3NGWKOM69E,1,16,3,i
1648,1,GB,throth,10,0,2369,0,A2OS3NGWKOM69E,1,17,3,o
1649,0,GG,flelg,17,0,2269,1,A2OS3NGWKOM69E,1,18,3,oo
1651,0,BG,sloond,3,1,2327,0,A2OS3NGWKOM69E,1,20,3,i
1652,1,GB,skralk,2,0,2199,0,A2OS3NGWKOM69E,1,21,3,o
1653,1,BB,shrelth,4,1,1723,0,A2OS3NGWKOM69E,0,22,3,u
1655,0,GG,glagd,5,0,1801,1,A2OS3NGWKOM69E,0,24,3,oo
1656,1,BB,skuck,16,1,2130,0,A2OS3NGWKOM69E,1,25,3,e
1657,1,GB,threlt,14,0,1974,0,A2OS3NGWKOM69E,0,26,3,i
1658,0,GG,skoths,13,0,1709,1,A2OS3NGWKOM69E,0,27,3,e
1660,0,GG,gwald,1,0,2889,1,A2OS3NGWKOM69E,1,29,3,e
1670,0,GG,threlt,12,0,8282,1,A2R9VWNAOREXQ7,1,2,0,a
1672,1,GB,gwald,1,0,1684,0,A2R9VWNAOREXQ7,0,4,0,e
1674,0,GG,gralfth,8,0,1317,1,A2R9VWNAOREXQ7,1,6,0,e
1675,0,GG,felmth,16,0,1596,1,A2R9VWNAOREXQ7,1,7,0,e
1676,1,GB,skoths,17,0,1926,0,A2R9VWNAOREXQ7,1,8,0,oo
1677,0,BG,glagd,2,1,3998,1,A2R9VWNAOREXQ7,0,9,0,o
1678,0,GG,smim,0,0,1147,1,A2R9VWNAOREXQ7,0,10,0,a
1679,1,GB,shesp,13,0,2031,1,A2R9VWNAOREXQ7,0,11,0,e
1680,1,GB,slils,9,0,1900,0,A2R9VWNAOREXQ7,1,12,0,u
1681,1,BB,blelth,15,1,1326,0,A2R9VWNAOREXQ7,1,13,0,o
1683,1,BB,trilb,19,1,1862,0,A2R9VWNAOREXQ7,0,15,0,e
1684,1,GB,fashk,5,0,4013,0,A2R9VWNAOREXQ7,1,16,0,oo
1686,0,GG,spup,20,0,1471,1,A2R9VWNAOREXQ7,1,18,0,u
1687,0,BG,skuck,14,1,1078,0,A2R9VWNAOREXQ7,1,19,0,i
1688,0,BG,sloond,10,1,2070,1,A2R9VWNAOREXQ7,1,20,0,o
1689,0,BG,gwempt,18,1,1572,1,A2R9VWNAOREXQ7,1,21,0,a
1690,1,BB,flelg,23,1,1647,0,A2R9VWNAOREXQ7,1,22,0,oo
1691,1,BB,throth,7,1,1116,0,A2R9VWNAOREXQ7,0,23,0,i
1692,1,BB,shrelth,11,1,2437,0,A2R9VWNAOREXQ7,0,24,0,oo
1693,0,BG,spelsh,22,1,2647,0,A2R9VWNAOREXQ7,0,25,0,i
1694,0,GG,dwoond,4,0,1165,1,A2R9VWNAOREXQ7,0,26,0,u
1695,1,GB,sklime,21,0,1590,0,A2R9VWNAOREXQ7,1,27,0,o
1696,1,BB,brur,3,1,1188,0,A2R9VWNAOREXQ7,1,28,0,i
1697,0,BG,skralk,6,1,1487,1,A2R9VWNAOREXQ7,0,29,0,a
1707,0,BG,sloond,4,1,18317,0,A2RV5V4TL2FDJI,1,2,2,u
1708,1,GB,skralk,23,0,4749,0,A2RV5V4TL2FDJI,1,3,2,oo
1710,1,BB,felmth,1,1,2772,0,A2RV5V4TL2FDJI,1,5,2,e
1711,1,GB,flelg,11,0,6074,1,A2RV5V4TL2FDJI,0,6,2,oo
1712,0,BG,dwoond,16,1,3172,0,A2RV5V4TL2FDJI,1,7,2,e
1713,1,GB,threlt,19,0,1828,0,A2RV5V4TL2FDJI,0,8,2,e
1714,1,BB,gwempt,9,1,2981,0,A2RV5V4TL2FDJI,1,9,2,u
1715,0,BG,spup,20,1,7089,1,A2RV5V4TL2FDJI,1,10,2,u
1716,1,GB,throth,3,0,1668,0,A2RV5V4TL2FDJI,1,11,2,i
1717,0,GG,skuck,14,0,4244,1,A2RV5V4TL2FDJI,0,12,2,i
1718,0,BG,sklime,8,1,3076,0,A2RV5V4TL2FDJI,0,13,2,e
1719,0,BG,smim,12,1,2682,1,A2RV5V4TL2FDJI,1,14,2,a
1720,0,GG,spelsh,2,0,3018,1,A2RV5V4TL2FDJI,0,15,2,o
1721,0,GG,skoths,18,0,1900,1,A2RV5V4TL2FDJI,1,16,2,a
1722,0,GG,shrelth,22,0,2322,1,A2RV5V4TL2FDJI,0,17,2,i
1724,0,GG,gwald,6,0,3180,1,A2RV5V4TL2FDJI,0,19,2,a
1725,1,BB,trilb,21,1,2815,0,A2RV5V4TL2FDJI,1,20,2,o
1726,1,GB,blelth,15,0,2636,0,A2RV5V4TL2FDJI,0,21,2,o
1727,0,GG,gralfth,10,0,1333,1,A2RV5V4TL2FDJI,0,22,2,o
1728,1,BB,fashk,17,1,2425,1,A2RV5V4TL2FDJI,0,23,2,oo
1729,1,GB,shesp,7,0,1633,0,A2RV5V4TL2FDJI,1,24,2,i
1732,1,BB,brur,13,1,1260,0,A2RV5V4TL2FDJI,0,27,2,e
1733,0,BG,glagd,0,1,2003,1,A2RV5V4TL2FDJI,1,28,2,a
1734,1,BB,slils,5,1,3460,0,A2RV5V4TL2FDJI,0,29,2,oo
1745,0,BG,threlt,13,1,6239,0,A2S80WYXEUZ9NX,1,3,1,e
1746,1,BB,gwald,2,1,2141,0,A2S80WYXEUZ9NX,0,4,1,o
1747,1,BB,gwempt,22,1,2351,0,A2S80WYXEUZ9NX,1,5,1,i
1748,0,GG,skuck,15,0,4212,1,A2S80WYXEUZ9NX,0,6,1,o
1749,0,GG,shrelth,7,0,2867,1,A2S80WYXEUZ9NX,0,7,1,i
1750,0,BG,trilb,1,1,2301,0,A2S80WYXEUZ9NX,0,8,1,e
1752,0,BG,fashk,21,1,2456,1,A2S80WYXEUZ9NX,1,10,1,o
1753,0,GG,skralk,3,0,2811,1,A2S80WYXEUZ9NX,0,11,1,i
1754,0,GG,spelsh,23,0,1786,1,A2S80WYXEUZ9NX,1,12,1,oo
1755,1,BB,throth,14,1,1522,0,A2S80WYXEUZ9NX,1,13,1,i
1756,0,GG,glagd,11,0,1844,1,A2S80WYXEUZ9NX,0,14,1,oo
1757,1,BB,brur,10,1,2404,0,A2S80WYXEUZ9NX,0,15,1,o
1758,1,GB,shesp,4,0,3411,1,A2S80WYXEUZ9NX,1,16,1,u
1759,1,BB,slils,6,1,1512,0,A2S80WYXEUZ9NX,1,17,1,a
1760,1,GB,gralfth,20,0,2474,0,A2S80WYXEUZ9NX,0,18,1,u
1761,0,GG,sklime,19,0,5505,1,A2S80WYXEUZ9NX,1,19,1,e
1762,0,BG,smim,9,1,3488,0,A2S80WYXEUZ9NX,0,20,1,u
1763,1,GB,spup,12,0,1618,0,A2S80WYXEUZ9NX,0,21,1,a
1764,1,BB,skoths,18,1,1664,0,A2S80WYXEUZ9NX,0,22,1,a
1765,0,BG,felmth,17,1,1583,0,A2S80WYXEUZ9NX,1,23,1,oo
1766,1,GB,dwoond,8,0,3046,0,A2S80WYXEUZ9NX,1,24,1,e
1767,1,GB,sloond,16,0,1847,0,A2S80WYXEUZ9NX,0,25,1,e
1768,0,BG,blelth,5,1,1858,0,A2S80WYXEUZ9NX,0,26,1,oo
1770,1,GB,flelg,0,0,5015,0,A2S80WYXEUZ9NX,0,28,1,a
1781,0,GG,shesp,12,0,3935,1,A2STG331R3P3FK,0,2,0,a
1782,0,GG,threlt,4,0,5170,1,A2STG331R3P3FK,1,3,0,u
1784,0,GG,skralk,0,0,3358,1,A2STG331R3P3FK,1,5,0,a
1785,0,GG,smim,16,0,3435,1,A2STG331R3P3FK,0,6,0,e
1786,0,GG,skuck,8,0,2364,1,A2STG331R3P3FK,1,7,0,e
1787,0,BG,blelth,6,1,3276,1,A2STG331R3P3FK,0,8,0,a
1788,1,BB,flelg,23,1,3742,0,A2STG331R3P3FK,1,9,0,oo
1789,0,BG,glagd,2,1,4908,0,A2STG331R3P3FK,1,10,0,o
1791,1,GB,trilb,9,0,3709,0,A2STG331R3P3FK,0,12,0,u
1792,0,BG,sloond,14,1,3884,0,A2STG331R3P3FK,1,13,0,i
1794,0,BG,gwempt,22,1,4058,1,A2STG331R3P3FK,0,15,0,i
1795,1,GB,dwoond,17,0,3292,0,A2STG331R3P3FK,0,16,0,oo
1796,1,GB,throth,5,0,2894,0,A2STG331R3P3FK,1,17,0,oo
1797,0,GG,spelsh,20,0,3196,1,A2STG331R3P3FK,1,18,0,u
1799,1,GB,skoths,1,0,4044,0,A2STG331R3P3FK,0,20,0,e
1800,1,BB,spup,19,1,3132,0,A2STG331R3P3FK,1,21,0,e
1801,1,GB,brur,13,0,3691,0,A2STG331R3P3FK,0,22,0,e
1802,1,BB,gwald,11,1,3483,0,A2STG331R3P3FK,0,23,0,oo
1803,1,BB,fashk,15,1,4866,0,A2STG331R3P3FK,0,24,0,o
1804,1,BB,slils,7,1,3434,0,A2STG331R3P3FK,1,25,0,i
1805,0,BG,sklime,18,1,3373,0,A2STG331R3P3FK,1,26,0,a
1806,0,BG,gralfth,10,1,4779,1,A2STG331R3P3FK,0,27,0,o
1807,1,GB,felmth,21,0,4593,0,A2STG331R3P3FK,1,28,0,o
1808,1,BB,shrelth,3,1,4411,0,A2STG331R3P3FK,0,29,0,i
1818,0,BG,brur,10,1,9846,1,A2SYRFPPV9WDEG,0,2,0,o
1819,0,BG,flelg,2,1,3906,0,A2SYRFPPV9WDEG,0,3,0,o
1820,0,BG,spelsh,18,1,2694,0,A2SYRFPPV9WDEG,1,4,0,a
1821,1,GB,dwoond,5,0,3915,0,A2SYRFPPV9WDEG,0,5,0,oo
1823,1,BB,shrelth,11,1,2066,0,A2SYRFPPV9WDEG,1,7,0,oo
1824,1,GB,threlt,13,0,1646,0,A2SYRFPPV9WDEG,0,8,0,e
1825,1,GB,spup,17,0,1562,0,A2SYRFPPV9WDEG,0,9,0,oo
1826,1,GB,slils,9,0,1943,0,A2SYRFPPV9WDEG,1,10,0,u
1827,1,BB,gwempt,15,1,3128,0,A2SYRFPPV9WDEG,0,11,0,o
1828,0,GG,smim,4,0,3094,0,A2SYRFPPV9WDEG,1,12,0,u
1829,1,GB,sloond,21,0,1817,0,A2SYRFPPV9WDEG,0,13,0,o
1830,0,GG,gralfth,16,0,1112,1,A2SYRFPPV9WDEG,1,14,0,e
1831,1,BB,throth,23,1,1301,0,A2SYRFPPV9WDEG,0,15,0,oo
1832,0,BG,fashk,14,1,2350,0,A2SYRFPPV9WDEG,0,16,0,i
