,PageID,SelectedText,WorkerID
57074,581,[u'the words with similar spellings'],ACRKDBKAS8GM1
57076,577,[u'english'],ACRKDBKAS8GM1
57924,581,"[u'some of the words just looked ""right"" to me']",ADVNC7T1W976F
57925,573,[u'female'],ADVNC7T1W976F
57927,575,[u'English'],ADVNC7T1W976F
57928,579,"[u'some just seemed more ""correct""']",ADVNC7T1W976F
57929,577,[u'English'],ADVNC7T1W976F
58325,581,[u'change the n at the end of the word to an m and add fa'],AEUOWATTT6UAA
58327,577,[u'English'],AEUOWATTT6UAA
58328,575,[u'English'],AEUOWATTT6UAA
58329,579,[u'commonly occurring letters in the middle of the word'],AEUOWATTT6UAA
58330,573,[u'female'],AEUOWATTT6UAA
58925,581,[u'how it was spelled'],AH31QLJ57XC8W
58927,575,[u'english'],AH31QLJ57XC8W
58928,573,[u'female'],AH31QLJ57XC8W
58929,579,[u'how it was spelled'],AH31QLJ57XC8W
58930,577,[u'english'],AH31QLJ57XC8W
59052,573,[u'female'],AH6PQTU8QFO8U
59053,575,[u'english'],AH6PQTU8QFO8U
59055,579,[u'tried to remember how the endings of words sounded and replicate that'],AH6PQTU8QFO8U
59056,577,[u'english'],AH6PQTU8QFO8U
59057,581,[u'tried remembering how the ending of the words changed when the went from singular to plural'],AH6PQTU8QFO8U
59179,577,[u'English'],AHPOOKYE7V04D
59180,579,"[u'hard consonants, -ng']",AHPOOKYE7V04D
59181,573,[u'male'],AHPOOKYE7V04D
59183,581,[u'b changes to p'],AHPOOKYE7V04D
59184,575,[u'English'],AHPOOKYE7V04D
59652,579,[u'saying the word and thinking if it sounded more like the earlier language'],AI73488LTDOU0
59653,575,[u'english'],AI73488LTDOU0
59655,581,[u'most plurals used the same last three letters '],AI73488LTDOU0
59656,577,[u'english'],AI73488LTDOU0
59657,573,[u'male'],AI73488LTDOU0
59925,573,[u'male'],AIYVR69T0NIAZ
59926,581,[u'I tried to recall how the word changed to make a plural at the beginning of the experiment'],AIYVR69T0NIAZ
59927,577,[u'english'],AIYVR69T0NIAZ
59929,579,[u'recalling the words from the beginning of the experiment and their derivatives.'],AIYVR69T0NIAZ
59930,575,[u'english'],AIYVR69T0NIAZ
60052,575,[u'english'],AJD5HSZS50NBC
60053,581,[u'memory'],AJD5HSZS50NBC
60054,573,[u'female'],AJD5HSZS50NBC
60056,579,[u'memory'],AJD5HSZS50NBC
60057,577,[u'english'],AJD5HSZS50NBC
60179,581,"[u""I based it on how the words changed in the first part of the experiment. For instance, b's changed to p's, etc.""]",AJPVQ4W4PIB3C
60180,573,[u'female'],AJPVQ4W4PIB3C
60181,575,[u'English'],AJPVQ4W4PIB3C
60183,579,[u'I pretty much guess based on how I chose plurals and what sounded like it fit more.'],AJPVQ4W4PIB3C
60184,577,[u'English'],AJPVQ4W4PIB3C
60306,579,[u'I tried to remember what letter combinations were used the most in the sets of words that I had been shown previously'],AK0PU96DYAJXN
60307,573,[u'male'],AK0PU96DYAJXN
60308,581,[u'I tried to recall the conventions that had been used in the words that I had been previously shown.'],AK0PU96DYAJXN
60309,575,[u'English'],AK0PU96DYAJXN
60311,577,[u'English'],AK0PU96DYAJXN
60434,575,[u'English'],AMDX0UNZS4A1G
60435,581,[u'Looking at the letter sequences.'],AMDX0UNZS4A1G
60436,579,[u'Sounding them out.'],AMDX0UNZS4A1G
60437,573,[u'male'],AMDX0UNZS4A1G
60438,577,[u'English'],AMDX0UNZS4A1G
60979,579,[u'To pronounce them and see which felt more like the other words.'],ANOUE4MICXO6S
60981,573,[u'male'],ANOUE4MICXO6S
60982,575,[u'english'],ANOUE4MICXO6S
60983,581,[u'There was a suffix added and if the word ended in b or d that letter changed.'],ANOUE4MICXO6S
60984,577,[u'English'],ANOUE4MICXO6S
61106,575,[u'english'],ANPDE6V9CDRF3
61107,573,[u'male'],ANPDE6V9CDRF3
61108,581,[u'instinct'],ANPDE6V9CDRF3
61110,579,[u'instinct'],ANPDE6V9CDRF3
61111,577,[u'english'],ANPDE6V9CDRF3
61234,575,[u'English'],ANRTXL4V6246F
61235,577,[u'English'],ANRTXL4V6246F
61236,573,[u'female'],ANRTXL4V6246F
61237,579,[u'none'],ANRTXL4V6246F
61238,581,[u'none'],ANRTXL4V6246F
61991,575,[u'English'],AOIK8K4X34LGR
61992,581,"[u'Add fa to singular except if end syllable of singular is n or ng, in which case change that n or ng to m and add fa.']",AOIK8K4X34LGR
61993,573,[u'female'],AOIK8K4X34LGR
61994,579,[u'Same consonant not repeated twice in first syllable of word. D more common than t.'],AOIK8K4X34LGR
61996,577,[u'English'],AOIK8K4X34LGR
62118,577,[u'english'],AOZ3AEV9ZRCEH
62120,581,[u'specific patterns from before'],AOZ3AEV9ZRCEH
62121,573,[u'male'],AOZ3AEV9ZRCEH
62122,579,[u'trusted intuition of my brain noticing internalized patterns'],AOZ3AEV9ZRCEH
62123,575,[u'english'],AOZ3AEV9ZRCEH
65358,579,[u'just looking to see if it resembled words I saw before'],AS9EMZE7PHJR7
65359,575,[u'English'],AS9EMZE7PHJR7
65360,573,[u'female'],AS9EMZE7PHJR7
65362,577,[u'English'],AS9EMZE7PHJR7
65363,581,[u'Plural was with letter before or after the one in singular word'],AS9EMZE7PHJR7
65761,575,[u'English'],AT0XOIMR637KW
65762,579,[u'I just chose words that sounded like the language.'],AT0XOIMR637KW
65763,573,[u'male'],AT0XOIMR637KW
65764,581,[u'I just chose the one that sounded right.'],AT0XOIMR637KW
65766,577,[u'English'],AT0XOIMR637KW
65888,577,[u'English'],ATS29DCIMOSZT
65889,575,[u'English'],ATS29DCIMOSZT
65890,573,[u'male'],ATS29DCIMOSZT
65891,581,[u'Pattern recognition in the original segment applied through extrapolation'],ATS29DCIMOSZT
65892,579,"[u'When saying the words aloud in the original segment, I tried to assume their sound as an accent, and then I mostly allowed intuition to dictate whether the words sounded correct in the last section. There was also some degree of pattern recognition - the prevalence of ng at the end of words versus in the middle, same for d and t, and p and b.']",ATS29DCIMOSZT
66015,579,[u'looked at the ending and how the word might be pronounced '],AUKUYL50PIUMC
66016,581,[u'looked for a ending that was simalaur to leaned words'],AUKUYL50PIUMC
66018,575,[u'English'],AUKUYL50PIUMC
66019,577,[u'English'],AUKUYL50PIUMC
66020,573,[u'male'],AUKUYL50PIUMC
66919,577,[u'English'],AVPBRXMDJXPDC
66920,579,[u'I chose depending on the letters they contained'],AVPBRXMDJXPDC
66921,575,[u'English'],AVPBRXMDJXPDC
66922,573,[u'female'],AVPBRXMDJXPDC
66924,581,"[u""anything ending in 'ng' seemed to be changed to 'mfa'""]",AVPBRXMDJXPDC
67726,581,[u'most common letter seen'],AY22JCYLD5SFH
67727,575,[u'english'],AY22JCYLD5SFH
67728,579,[u'familiarity'],AY22JCYLD5SFH
67729,577,[u'english'],AY22JCYLD5SFH
67730,573,[u'female'],AY22JCYLD5SFH
67999,575,[u'English'],AYB7ARCI8O4RL
68000,579,[u'sound '],AYB7ARCI8O4RL
68001,573,[u'male'],AYB7ARCI8O4RL
68002,581,[u'ng goes to mfa rest fa'],AYB7ARCI8O4RL
68004,577,[u'English'],AYB7ARCI8O4RL
68127,577,[u'english'],AYHMKEQRVIIJT
68128,579,[u'phonics sound the words out to see if they follow the vocal pattern'],AYHMKEQRVIIJT
68129,581,"[u'looked for b, t, and ps, switching as needed']",AYHMKEQRVIIJT
68130,573,[u'female'],AYHMKEQRVIIJT
68131,575,[u'english'],AYHMKEQRVIIJT
68545,581,[u'look for the last letter to change when plural'],AYUIMF5P6V7KD
68546,575,[u'english'],AYUIMF5P6V7KD
68547,579,[u'guessing'],AYUIMF5P6V7KD
68548,577,[u'english'],AYUIMF5P6V7KD
68550,573,[u'male'],AYUIMF5P6V7KD
