,ChoseViolation,Item,NumberIterations,Permutation,ReactionTime,Segment,Subject,TestedOn,TrainedOn,TrialNumber,Violates,ViolationPosition
36288,1,439,5,0,1319,ng,A2W8AWEJCOT3ZD,*NF,Devoicing,311,Place,1
36289,1,352,5,0,887,d,A2W8AWEJCOT3ZD,*DF,Devoicing,312,Voicing,0
36290,0,433,5,0,919,ng,A2W8AWEJCOT3ZD,*NF,Devoicing,313,Place,1
36291,0,403,5,0,742,b,A2W8AWEJCOT3ZD,*DF,Devoicing,314,Voicing,1
36292,0,406,5,0,863,n,A2W8AWEJCOT3ZD,*NF,Devoicing,315,Place,1
36293,0,391,5,0,871,b,A2W8AWEJCOT3ZD,*DF,Devoicing,316,Voicing,1
36294,0,454,5,0,823,n,A2W8AWEJCOT3ZD,*NF,Devoicing,317,Place,0
36295,1,382,5,0,855,b,A2W8AWEJCOT3ZD,*DF,Devoicing,318,Voicing,1
36297,0,376,5,0,855,b,A2W8AWEJCOT3ZD,*DF,Devoicing,320,Voicing,0
36298,1,430,5,0,895,n,A2W8AWEJCOT3ZD,*NF,Devoicing,321,Place,0
36299,0,355,5,0,823,d,A2W8AWEJCOT3ZD,*DF,Devoicing,322,Voicing,0
36300,1,427,5,0,831,ng,A2W8AWEJCOT3ZD,*NF,Devoicing,323,Place,1
36301,0,361,5,0,751,d,A2W8AWEJCOT3ZD,*DF,Devoicing,324,Voicing,0
36302,1,463,5,0,807,ng,A2W8AWEJCOT3ZD,*NF,Devoicing,325,Place,0
36303,0,349,5,0,838,d,A2W8AWEJCOT3ZD,*DF,Devoicing,326,Voicing,1
36304,0,424,5,0,743,n,A2W8AWEJCOT3ZD,*NF,Devoicing,327,Place,0
36305,0,385,5,0,911,b,A2W8AWEJCOT3ZD,*DF,Devoicing,328,Voicing,1
36306,1,445,5,0,830,ng,A2W8AWEJCOT3ZD,*NF,Devoicing,329,Place,0
36307,1,367,5,0,759,d,A2W8AWEJCOT3ZD,*DF,Devoicing,330,Voicing,1
36308,1,418,5,0,847,n,A2W8AWEJCOT3ZD,*NF,Devoicing,331,Place,0
36310,0,412,5,0,911,n,A2W8AWEJCOT3ZD,*NF,Devoicing,333,Place,0
36311,1,370,5,0,999,d,A2W8AWEJCOT3ZD,*DF,Devoicing,334,Voicing,1
36312,0,415,5,0,823,ng,A2W8AWEJCOT3ZD,*NF,Devoicing,335,Place,1
36314,1,442,5,0,895,n,A2W8AWEJCOT3ZD,*NF,Devoicing,337,Place,0
36315,1,394,5,0,814,b,A2W8AWEJCOT3ZD,*DF,Devoicing,338,Voicing,1
36667,1,409,1,0,13340,ng,A2WX9BYW5TI8OA,*NF,Devoicing,89,Place,1
36668,1,355,1,0,4743,d,A2WX9BYW5TI8OA,*DF,Devoicing,90,Voicing,0
36669,0,412,1,0,4578,n,A2WX9BYW5TI8OA,*NF,Devoicing,91,Place,1
36670,1,385,1,0,5338,b,A2WX9BYW5TI8OA,*DF,Devoicing,92,Voicing,1
36672,0,403,1,0,5137,b,A2WX9BYW5TI8OA,*DF,Devoicing,94,Voicing,0
36674,1,364,1,0,2131,d,A2WX9BYW5TI8OA,*DF,Devoicing,96,Voicing,0
36675,1,451,1,0,2619,ng,A2WX9BYW5TI8OA,*NF,Devoicing,97,Place,0
36676,1,400,1,0,11023,b,A2WX9BYW5TI8OA,*DF,Devoicing,98,Voicing,1
36677,1,436,1,0,2874,n,A2WX9BYW5TI8OA,*NF,Devoicing,99,Place,1
36678,1,382,1,0,3715,b,A2WX9BYW5TI8OA,*DF,Devoicing,100,Voicing,0
36679,1,445,1,0,2218,ng,A2WX9BYW5TI8OA,*NF,Devoicing,101,Place,0
36680,0,397,1,0,1942,b,A2WX9BYW5TI8OA,*DF,Devoicing,102,Voicing,0
36681,1,418,1,0,2334,n,A2WX9BYW5TI8OA,*NF,Devoicing,103,Place,1
36682,0,388,1,0,4099,b,A2WX9BYW5TI8OA,*DF,Devoicing,104,Voicing,0
36683,1,460,1,0,3995,n,A2WX9BYW5TI8OA,*NF,Devoicing,105,Place,1
36684,1,379,1,0,1722,b,A2WX9BYW5TI8OA,*DF,Devoicing,106,Voicing,0
36685,1,439,1,0,2300,ng,A2WX9BYW5TI8OA,*NF,Devoicing,107,Place,0
36687,1,406,1,0,2875,n,A2WX9BYW5TI8OA,*NF,Devoicing,109,Place,1
36688,0,376,1,0,4763,b,A2WX9BYW5TI8OA,*DF,Devoicing,110,Voicing,1
36690,0,370,1,0,2721,d,A2WX9BYW5TI8OA,*DF,Devoicing,112,Voicing,1
36691,1,433,1,0,9035,ng,A2WX9BYW5TI8OA,*NF,Devoicing,113,Place,1
36692,1,361,1,0,7050,d,A2WX9BYW5TI8OA,*DF,Devoicing,114,Voicing,1
36693,1,421,1,0,2063,ng,A2WX9BYW5TI8OA,*NF,Devoicing,115,Place,0
36694,0,394,1,0,2515,b,A2WX9BYW5TI8OA,*DF,Devoicing,116,Voicing,0
36695,1,430,1,0,3107,n,A2WX9BYW5TI8OA,*NF,Devoicing,117,Place,0
36696,0,391,1,0,2244,b,A2WX9BYW5TI8OA,*DF,Devoicing,118,Voicing,1
36697,1,442,1,0,2443,n,A2WX9BYW5TI8OA,*NF,Devoicing,119,Place,1
36698,0,367,1,0,3978,d,A2WX9BYW5TI8OA,*DF,Devoicing,120,Voicing,0
36699,1,427,1,0,4099,ng,A2WX9BYW5TI8OA,*NF,Devoicing,121,Place,0
36700,0,358,1,0,2948,d,A2WX9BYW5TI8OA,*DF,Devoicing,122,Voicing,0
36701,1,463,1,0,2660,ng,A2WX9BYW5TI8OA,*NF,Devoicing,123,Place,1
36702,1,373,1,0,5250,d,A2WX9BYW5TI8OA,*DF,Devoicing,124,Voicing,1
36703,1,448,1,0,2706,n,A2WX9BYW5TI8OA,*NF,Devoicing,125,Place,0
36704,1,346,1,0,15897,d,A2WX9BYW5TI8OA,*DF,Devoicing,126,Voicing,1
36706,1,352,1,0,2723,d,A2WX9BYW5TI8OA,*DF,Devoicing,128,Voicing,0
36707,1,457,1,0,1994,ng,A2WX9BYW5TI8OA,*NF,Devoicing,129,Place,0
36708,0,349,1,0,2988,d,A2WX9BYW5TI8OA,*DF,Devoicing,130,Voicing,0
36711,1,415,1,0,1659,ng,A2WX9BYW5TI8OA,*NF,Devoicing,133,Place,0
36713,1,424,1,0,1578,n,A2WX9BYW5TI8OA,*NF,Devoicing,135,Place,0
36715,1,454,1,0,1588,n,A2WX9BYW5TI8OA,*NF,Devoicing,137,Place,1
37703,1,403,1,1,5042,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,89,Voicing,0
37704,0,457,1,1,16353,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,90,Place,1
37705,0,352,1,1,4123,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,91,Voicing,1
37706,0,427,1,1,7253,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,92,Place,1
37707,0,346,1,1,3439,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,93,Voicing,0
37708,0,412,1,1,4519,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,94,Place,0
37709,1,400,1,1,3284,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,95,Voicing,1
37710,0,418,1,1,3779,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,96,Place,0
37711,1,379,1,1,5160,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,97,Voicing,1
37712,0,454,1,1,3982,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,98,Place,0
37714,1,442,1,1,1971,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,100,Place,0
37715,1,361,1,1,2847,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,101,Voicing,1
37716,0,433,1,1,2757,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,102,Place,0
37718,0,430,1,1,3216,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,104,Place,1
37719,1,376,1,1,3586,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,105,Voicing,0
37721,1,370,1,1,2436,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,107,Voicing,1
37722,0,409,1,1,2490,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,108,Place,0
37723,1,382,1,1,2847,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,109,Voicing,1
37724,0,445,1,1,2782,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,110,Place,1
37725,1,367,1,1,2633,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,111,Voicing,0
37726,0,406,1,1,1644,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,112,Place,0
37727,1,364,1,1,2536,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,113,Voicing,0
37731,0,355,1,1,4179,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,117,Voicing,1
37734,0,460,1,1,3186,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,120,Place,0
37735,1,394,1,1,3524,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,121,Voicing,0
37736,0,463,1,1,2275,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,122,Place,1
37739,0,397,1,1,3183,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,125,Voicing,1
37740,0,421,1,1,4402,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,126,Place,0
37741,1,385,1,1,2700,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,127,Voicing,0
37742,1,439,1,1,3291,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,128,Place,0
37743,1,388,1,1,2336,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,129,Voicing,1
37744,1,436,1,1,2053,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,130,Place,0
37745,1,391,1,1,4188,b,A31DZWTMOFCFD2,*DF,PlaceAssimilation,131,Voicing,0
37746,0,415,1,1,3402,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,132,Place,0
37747,0,358,1,1,2922,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,133,Voicing,1
37748,0,451,1,1,3142,ng,A31DZWTMOFCFD2,*NF,PlaceAssimilation,134,Place,0
37749,0,373,1,1,2730,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,135,Voicing,0
37750,1,448,1,1,3355,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,136,Place,1
37751,1,349,1,1,3735,d,A31DZWTMOFCFD2,*DF,PlaceAssimilation,137,Voicing,0
37752,0,424,1,1,2911,n,A31DZWTMOFCFD2,*NF,PlaceAssimilation,138,Place,1
39946,0,346,5,1,1615,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,290,Voicing,1
39947,0,460,5,1,1901,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,291,Place,1
39948,1,352,5,1,2264,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,292,Voicing,1
39949,0,463,5,1,1633,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,293,Place,1
39950,0,385,5,1,2044,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,294,Voicing,0
39951,0,436,5,1,1769,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,295,Place,1
39953,0,448,5,1,1668,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,297,Place,1
39954,0,355,5,1,1949,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,298,Voicing,1
39955,1,451,5,1,1687,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,299,Place,0
39956,0,394,5,1,1687,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,300,Voicing,0
39957,0,433,5,1,1569,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,301,Place,1
39958,1,361,5,1,2003,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,302,Voicing,1
39960,0,391,5,1,3529,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,304,Voicing,0
39961,1,418,5,1,2035,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,305,Place,1
39962,0,379,5,1,1636,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,306,Voicing,0
39963,0,442,5,1,1372,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,307,Place,1
39966,0,382,5,1,2786,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,310,Voicing,1
39967,0,409,5,1,2057,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,311,Place,1
39968,0,388,5,1,2652,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,312,Voicing,1
39969,0,457,5,1,1435,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,313,Place,0
39970,0,364,5,1,1534,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,314,Voicing,0
39971,0,430,5,1,1300,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,315,Place,1
39972,1,376,5,1,1415,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,316,Voicing,1
39973,0,445,5,1,1712,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,317,Place,0
39975,0,424,5,1,2109,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,319,Place,0
39976,1,349,5,1,1928,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,320,Voicing,0
39977,0,415,5,1,1725,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,321,Place,1
39979,0,439,5,1,1461,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,323,Place,0
39980,0,358,5,1,1896,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,324,Voicing,0
39981,1,412,5,1,1788,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,325,Place,0
39982,1,370,5,1,2004,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,326,Voicing,0
39983,0,427,5,1,1802,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,327,Place,1
39986,0,403,5,1,1588,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,330,Voicing,1
39987,1,421,5,1,1667,ng,A3672FHRNOYTSS,*NF,PlaceAssimilation,331,Place,1
39988,1,400,5,1,1403,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,332,Voicing,1
39989,0,454,5,1,1644,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,333,Place,1
39990,0,367,5,1,2237,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,334,Voicing,0
39992,0,373,5,1,1658,d,A3672FHRNOYTSS,*DF,PlaceAssimilation,336,Voicing,0
39993,0,406,5,1,1565,n,A3672FHRNOYTSS,*NF,PlaceAssimilation,337,Place,1
39994,0,397,5,1,2911,b,A3672FHRNOYTSS,*DF,PlaceAssimilation,338,Voicing,0
41734,1,367,1,1,5071,d,A382OV019QLW6H,*DF,PlaceAssimilation,89,Voicing,0
41735,1,406,1,1,3614,n,A382OV019QLW6H,*NF,PlaceAssimilation,90,Place,0
41736,1,346,1,1,2731,d,A382OV019QLW6H,*DF,PlaceAssimilation,91,Voicing,0
41737,0,445,1,1,4334,ng,A382OV019QLW6H,*NF,PlaceAssimilation,92,Place,1
41738,1,400,1,1,10262,b,A382OV019QLW6H,*DF,PlaceAssimilation,93,Voicing,1
41739,0,427,1,1,3083,ng,A382OV019QLW6H,*NF,PlaceAssimilation,94,Place,1
41740,1,391,1,1,3107,b,A382OV019QLW6H,*DF,PlaceAssimilation,95,Voicing,0
41741,0,421,1,1,3294,ng,A382OV019QLW6H,*NF,PlaceAssimilation,96,Place,0
41742,1,364,1,1,4484,d,A382OV019QLW6H,*DF,PlaceAssimilation,97,Voicing,0
41743,0,457,1,1,5284,ng,A382OV019QLW6H,*NF,PlaceAssimilation,98,Place,0
41744,1,403,1,1,3157,b,A382OV019QLW6H,*DF,PlaceAssimilation,99,Voicing,0
41745,0,454,1,1,3803,n,A382OV019QLW6H,*NF,PlaceAssimilation,100,Place,1
41747,0,418,1,1,3398,n,A382OV019QLW6H,*NF,PlaceAssimilation,102,Place,1
41748,1,388,1,1,5421,b,A382OV019QLW6H,*DF,PlaceAssimilation,103,Voicing,0
41749,0,448,1,1,3188,n,A382OV019QLW6H,*NF,PlaceAssimilation,104,Place,1
41750,1,349,1,1,3923,d,A382OV019QLW6H,*DF,PlaceAssimilation,105,Voicing,0
41751,0,415,1,1,2328,ng,A382OV019QLW6H,*NF,PlaceAssimilation,106,Place,1
41752,1,382,1,1,1779,b,A382OV019QLW6H,*DF,PlaceAssimilation,107,Voicing,0
41754,0,385,1,1,2493,b,A382OV019QLW6H,*DF,PlaceAssimilation,109,Voicing,1
41755,0,433,1,1,2815,ng,A382OV019QLW6H,*NF,PlaceAssimilation,110,Place,0
41757,1,436,1,1,4259,n,A382OV019QLW6H,*NF,PlaceAssimilation,112,Place,0
41758,1,379,1,1,1872,b,A382OV019QLW6H,*DF,PlaceAssimilation,113,Voicing,0
41759,0,463,1,1,2796,ng,A382OV019QLW6H,*NF,PlaceAssimilation,114,Place,1
41761,0,409,1,1,3523,ng,A382OV019QLW6H,*NF,PlaceAssimilation,116,Place,1
41764,1,358,1,1,3102,d,A382OV019QLW6H,*DF,PlaceAssimilation,119,Voicing,0
41765,0,439,1,1,3180,ng,A382OV019QLW6H,*NF,PlaceAssimilation,120,Place,0
41766,1,370,1,1,2580,d,A382OV019QLW6H,*DF,PlaceAssimilation,121,Voicing,0
41767,0,442,1,1,2820,n,A382OV019QLW6H,*NF,PlaceAssimilation,122,Place,0
41769,0,430,1,1,3780,n,A382OV019QLW6H,*NF,PlaceAssimilation,124,Place,1
41770,1,355,1,1,2474,d,A382OV019QLW6H,*DF,PlaceAssimilation,125,Voicing,1
41771,0,451,1,1,2761,ng,A382OV019QLW6H,*NF,PlaceAssimilation,126,Place,1
41772,1,376,1,1,2132,b,A382OV019QLW6H,*DF,PlaceAssimilation,127,Voicing,0
41773,0,412,1,1,2427,n,A382OV019QLW6H,*NF,PlaceAssimilation,128,Place,1
41774,1,394,1,1,2059,b,A382OV019QLW6H,*DF,PlaceAssimilation,129,Voicing,0
41775,0,460,1,1,4897,n,A382OV019QLW6H,*NF,PlaceAssimilation,130,Place,1
41776,1,361,1,1,2053,d,A382OV019QLW6H,*DF,PlaceAssimilation,131,Voicing,0
41778,1,373,1,1,2875,d,A382OV019QLW6H,*DF,PlaceAssimilation,133,Voicing,0
41780,0,397,1,1,2548,b,A382OV019QLW6H,*DF,PlaceAssimilation,135,Voicing,1
41781,0,424,1,1,2396,n,A382OV019QLW6H,*NF,PlaceAssimilation,136,Place,1
41782,1,352,1,1,2092,d,A382OV019QLW6H,*DF,PlaceAssimilation,137,Voicing,0
42080,0,397,5,0,3647,b,A38Z4HGE16SX10,*DF,Devoicing,289,Voicing,0
42082,0,400,5,0,4846,b,A38Z4HGE16SX10,*DF,Devoicing,291,Voicing,1
42083,1,448,5,0,2191,n,A38Z4HGE16SX10,*NF,Devoicing,292,Place,0
42084,1,367,5,0,5198,d,A38Z4HGE16SX10,*DF,Devoicing,293,Voicing,0
42085,0,445,5,0,4350,ng,A38Z4HGE16SX10,*NF,Devoicing,294,Place,1
42086,1,373,5,0,3791,d,A38Z4HGE16SX10,*DF,Devoicing,295,Voicing,1
42087,0,409,5,0,2830,ng,A38Z4HGE16SX10,*NF,Devoicing,296,Place,0
42088,0,388,5,0,2190,b,A38Z4HGE16SX10,*DF,Devoicing,297,Voicing,0
42089,0,427,5,0,2734,ng,A38Z4HGE16SX10,*NF,Devoicing,298,Place,1
42093,0,436,5,0,6158,n,A38Z4HGE16SX10,*NF,Devoicing,302,Place,1
42094,1,349,5,0,2398,d,A38Z4HGE16SX10,*DF,Devoicing,303,Voicing,0
42097,0,433,5,0,3022,ng,A38Z4HGE16SX10,*NF,Devoicing,306,Place,0
42098,1,361,5,0,4974,d,A38Z4HGE16SX10,*DF,Devoicing,307,Voicing,1
42100,0,346,5,0,3678,d,A38Z4HGE16SX10,*DF,Devoicing,309,Voicing,0
42101,0,463,5,0,2238,ng,A38Z4HGE16SX10,*NF,Devoicing,310,Place,0
42102,0,358,5,0,2430,d,A38Z4HGE16SX10,*DF,Devoicing,311,Voicing,0
42103,0,406,5,0,3310,n,A38Z4HGE16SX10,*NF,Devoicing,312,Place,0
42104,1,370,5,0,3230,d,A38Z4HGE16SX10,*DF,Devoicing,313,Voicing,1
42105,1,424,5,0,2878,n,A38Z4HGE16SX10,*NF,Devoicing,314,Place,0
42106,0,394,5,0,3103,b,A38Z4HGE16SX10,*DF,Devoicing,315,Voicing,1
42107,0,421,5,0,2734,ng,A38Z4HGE16SX10,*NF,Devoicing,316,Place,0
42108,1,379,5,0,3598,b,A38Z4HGE16SX10,*DF,Devoicing,317,Voicing,1
42111,1,415,5,0,3790,ng,A38Z4HGE16SX10,*NF,Devoicing,320,Place,1
42112,1,364,5,0,2174,d,A38Z4HGE16SX10,*DF,Devoicing,321,Voicing,1
42113,1,439,5,0,2990,ng,A38Z4HGE16SX10,*NF,Devoicing,322,Place,1
42114,1,385,5,0,3214,b,A38Z4HGE16SX10,*DF,Devoicing,323,Voicing,1
42115,0,457,5,0,2878,ng,A38Z4HGE16SX10,*NF,Devoicing,324,Place,1
42116,1,352,5,0,2494,d,A38Z4HGE16SX10,*DF,Devoicing,325,Voicing,0
42117,0,412,5,0,2766,n,A38Z4HGE16SX10,*NF,Devoicing,326,Place,1
42118,1,382,5,0,5901,b,A38Z4HGE16SX10,*DF,Devoicing,327,Voicing,1
42119,1,430,5,0,4734,n,A38Z4HGE16SX10,*NF,Devoicing,328,Place,0
42121,1,460,5,0,4206,n,A38Z4HGE16SX10,*NF,Devoicing,330,Place,1
42122,0,355,5,0,3374,d,A38Z4HGE16SX10,*DF,Devoicing,331,Voicing,0
42123,0,442,5,0,3582,n,A38Z4HGE16SX10,*NF,Devoicing,332,Place,1
42124,0,391,5,0,2606,b,A38Z4HGE16SX10,*DF,Devoicing,333,Voicing,0
42125,1,454,5,0,4622,n,A38Z4HGE16SX10,*NF,Devoicing,334,Place,0
42126,1,403,5,0,10813,b,A38Z4HGE16SX10,*DF,Devoicing,335,Voicing,0
42127,1,418,5,0,2557,n,A38Z4HGE16SX10,*NF,Devoicing,336,Place,1
42128,1,376,5,0,3070,b,A38Z4HGE16SX10,*DF,Devoicing,337,Voicing,1
42129,0,451,5,0,2685,ng,A38Z4HGE16SX10,*NF,Devoicing,338,Place,0
42807,0,400,5,1,11286,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,289,Voicing,1
42808,1,433,5,1,1856,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,290,Place,0
42810,0,448,5,1,1528,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,292,Place,1
42813,0,364,5,1,1597,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,295,Voicing,0
42814,0,442,5,1,1053,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,296,Place,1
42815,1,379,5,1,924,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,297,Voicing,1
42816,0,412,5,1,1781,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,298,Place,0
42817,1,367,5,1,1199,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,299,Voicing,1
42818,0,424,5,1,1660,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,300,Place,1
42819,1,352,5,1,2277,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,301,Voicing,1
42820,0,430,5,1,1105,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,302,Place,1
42822,1,439,5,1,1004,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,304,Place,0
42824,0,451,5,1,2266,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,306,Place,0
42825,0,358,5,1,1440,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,307,Voicing,1
42826,1,406,5,1,994,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,308,Place,1
42827,0,388,5,1,1237,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,309,Voicing,1
42828,0,409,5,1,979,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,310,Place,0
42829,1,355,5,1,1496,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,311,Voicing,1
42831,0,391,5,1,973,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,313,Voicing,0
42833,0,370,5,1,1512,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,315,Voicing,0
42834,0,463,5,1,1238,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,316,Place,1
42835,1,346,5,1,1698,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,317,Voicing,0
42836,0,421,5,1,1930,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,318,Place,0
42837,0,397,5,1,1543,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,319,Voicing,0
42838,0,457,5,1,1476,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,320,Place,1
42839,0,361,5,1,951,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,321,Voicing,0
42841,1,376,5,1,1433,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,323,Voicing,0
42842,0,436,5,1,1243,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,324,Place,1
42843,1,349,5,1,1522,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,325,Voicing,0
42844,1,454,5,1,1230,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,326,Place,1
42845,1,385,5,1,1026,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,327,Voicing,0
42847,0,373,5,1,1038,d,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,329,Voicing,1
42848,1,427,5,1,1440,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,330,Place,0
42850,1,445,5,1,3216,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,332,Place,0
42851,1,403,5,1,1133,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,333,Voicing,0
42852,1,418,5,1,1056,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,334,Place,1
42853,1,394,5,1,1684,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,335,Voicing,1
42854,0,460,5,1,1406,n,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,336,Place,1
42855,0,382,5,1,1025,b,A3AZJGI9D7C0PD,*DF,PlaceAssimilation,337,Voicing,0
42856,1,415,5,1,967,ng,A3AZJGI9D7C0PD,*NF,PlaceAssimilation,338,Place,0
43300,1,427,1,0,10711,ng,A3BBGFC0RG39HK,*NF,Devoicing,89,Place,0
43302,0,412,1,0,2201,n,A3BBGFC0RG39HK,*NF,Devoicing,91,Place,1
43303,1,346,1,0,4118,d,A3BBGFC0RG39HK,*DF,Devoicing,92,Voicing,0
43304,1,424,1,0,2441,n,A3BBGFC0RG39HK,*NF,Devoicing,93,Place,0
43305,0,397,1,0,2954,b,A3BBGFC0RG39HK,*DF,Devoicing,94,Voicing,0
43306,0,463,1,0,7849,ng,A3BBGFC0RG39HK,*NF,Devoicing,95,Place,1
43307,0,349,1,0,13438,d,A3BBGFC0RG39HK,*DF,Devoicing,96,Voicing,1
43308,0,454,1,0,1546,n,A3BBGFC0RG39HK,*NF,Devoicing,97,Place,1
43309,0,394,1,0,1983,b,A3BBGFC0RG39HK,*DF,Devoicing,98,Voicing,0
43312,1,421,1,0,4949,ng,A3BBGFC0RG39HK,*NF,Devoicing,101,Place,1
43313,1,385,1,0,4226,b,A3BBGFC0RG39HK,*DF,Devoicing,102,Voicing,0
43315,0,367,1,0,3869,d,A3BBGFC0RG39HK,*DF,Devoicing,104,Voicing,1
