Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3OXT9ZGHH8HVE2ALOUVJT7POVSC12U,2015-06-04 13:41:25 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3LS2AMNW5FQ48MPEMKJSCS6ZEL9OQH
3X0B87PH6IQNVUJF0F6AFW42WSP8U5,2015-06-04 13:41:25 -0700,2015-06-04 20:52:03 -0700,AssignmentPayment,,A20KJRW7NPB05U,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3IO1LGZLK9X8DCJE0UGY91Z8ZFV681
3PGE08E61GCW7VJGZ7TSBOQGGG04F3,2015-06-04 13:41:25 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3IO1LGZLK9X8DCJE0UGY91Z8ZFV681
3YBF7ASXJO8M6TT47HW3HEW9K3SZ1T,2015-06-04 13:41:26 -0700,2015-06-04 19:05:34 -0700,AssignmentPayment,,A3GFDGDJ3UNL18,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3DZQRBDBSLFRZDB5VQO5JPNP1I1S3I
3AYA7134CHV1U35C00ONJI8JCUUUMH,2015-06-04 13:41:26 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3DZQRBDBSLFRZDB5VQO5JPNP1I1S3I
37NVO418KE15NXZRYC1SU22U8I14EF,2015-06-04 13:41:26 -0700,2015-06-04 19:30:57 -0700,AssignmentPayment,,A3ILI5LX7MFORH,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3NKQQ8O39Y55WI56DKPHBZRPDSAUDX
3U3QDLL13VBIF9Y5LCDP8CJ7TGYZZZ,2015-06-04 13:41:26 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3NKQQ8O39Y55WI56DKPHBZRPDSAUDX
357OOHGCUELR1IY2ECN26LXDP1HIFQ,2015-06-04 13:41:26 -0700,2015-06-04 19:17:34 -0700,AssignmentPayment,,ADYEWV4V7P61J,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3X4JMASXCM9W1ZV61HKRR2FIUIVB05
3DX2431NN64N2T1JLVMKH3F3N37E0H,2015-06-04 13:41:26 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3X4JMASXCM9W1ZV61HKRR2FIUIVB05
30B13AVICXJ3PABJC06FEQ6MRRTINL,2015-06-04 13:41:27 -0700,2015-06-04 18:19:29 -0700,AssignmentPayment,,A3VYWCMYY5E8KA,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3GGAI1SQEVYCEIUJ4M3K0JSDF6XCMP
3CJ9R83IHUP5KI6MGZZZAILL619E8U,2015-06-04 13:41:27 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3GGAI1SQEVYCEIUJ4M3K0JSDF6XCMP
39QGDX3WI3TV6WYNPVWZNN7YD5ONP2,2015-06-04 13:41:27 -0700,2015-06-04 17:52:42 -0700,AssignmentPayment,,AK0PU96DYAJXN,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3WRFBPLXRAOUJ0J0NU7JKVDJEJTN31
36NMTUNRS8AREMLTRYU43P481X5JAO,2015-06-04 13:41:27 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3WRFBPLXRAOUJ0J0NU7JKVDJEJTN31
35XZP4A7YU1859E38OB3CGW5TTYHXN,2015-06-04 13:41:27 -0700,2015-06-04 18:57:42 -0700,AssignmentPayment,,A1XWT5Q5HGYR12,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,382M9COHEHFAOOJ69F01HH9AD4EEUD
32Q99H1M4DCTHI4ZTQ06HPXE9LNDII,2015-06-04 13:41:27 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,382M9COHEHFAOOJ69F01HH9AD4EEUD
32Y4ZLWIVZBRT1WE38RV1WENRQVTTE,2015-06-04 13:41:28 -0700,2015-06-04 20:52:07 -0700,AssignmentPayment,,A3K6BUHCJU9HRH,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3137ONMDKG5RJ6IBPABKD28J4WYEGC
3WNK289EF2WQQA532G1AW4GBVB9PEP,2015-06-04 13:41:28 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3137ONMDKG5RJ6IBPABKD28J4WYEGC
38TUNLZ37CR66T0383RA2E28OBBTVU,2015-06-04 13:41:28 -0700,2015-06-04 18:49:22 -0700,AssignmentPayment,,A30QRYULPVYZQV,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,36DSNE9QZ5YNMZL1RUZJFRUD0QKJOO
3A276MS28HTOAO1U8BRYW71N8ROPG6,2015-06-04 13:41:28 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,36DSNE9QZ5YNMZL1RUZJFRUD0QKJOO
3L2ISIKWDTY37BVI47RGU5N6LYG4GW,2015-06-04 13:41:28 -0700,2015-06-04 20:04:44 -0700,AssignmentPayment,,A1RQ4UTGUL0YWU,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,31HQ4X3T3SA8FH1U1WS5FBH614TLSQ
33RKSF5WTFAOIS7797R5AJW9YU301K,2015-06-04 13:41:28 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,31HQ4X3T3SA8FH1U1WS5FBH614TLSQ
350K1HQMBM5XA4EI96ZO91CG1TWHZK,2015-06-04 13:41:28 -0700,2015-06-04 20:32:12 -0700,AssignmentPayment,,A3KL0CPDH3AJ9Z,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3VZLGYJEYLA0GN4XA7P1MY9WVS3ZXV
3G9X2WYKOR8KNDUNTTLIU5CR1PCDKT,2015-06-04 13:41:28 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3VZLGYJEYLA0GN4XA7P1MY9WVS3ZXV
390Y600R3SJX6ZP2FOH99DDV15XIZY,2015-06-04 13:41:29 -0700,2015-06-04 20:07:29 -0700,AssignmentPayment,,A13T3WDL9LTCO6,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,37TRT2X24QR335WSNPUX97UETR1JBK
31RTL0YYTAIPFJ8NPOW20NUC11ZEK9,2015-06-04 13:41:29 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,37TRT2X24QR335WSNPUX97UETR1JBK
34KWRLDLCVFIGW7JULAM57B6IN6Z3L,2015-06-04 13:41:29 -0700,2015-06-04 19:00:58 -0700,AssignmentPayment,,A1N35VV9QURKHX,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,369J354OFDAN6RPWJSSM1EG6NYC6GL
3PV8RFZVICLPU6QODG30BMXO7U9UOW,2015-06-04 13:41:29 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,369J354OFDAN6RPWJSSM1EG6NYC6GL
3D5N8T6GHDM0B34U7D8HHJTJORYI1P,2015-06-04 13:41:29 -0700,2015-06-04 17:43:17 -0700,AssignmentPayment,,A245ULD0JMXA1A,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,34YB12FSQYOPVUAO68Z3QADSDYNMG7
342CZUIYKIEFD1UQE5YY9I4VQU7DMY,2015-06-04 13:41:29 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,34YB12FSQYOPVUAO68Z3QADSDYNMG7
3X9LH6MO7N73SVNWSFJ7IFBHR6UIPH,2015-06-04 13:41:30 -0700,2015-06-04 19:46:49 -0700,AssignmentPayment,,A3JMWF2GPZULV6,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3H7Z272LX77B2PL29FOBK6CVEKNLPB
35QGNI6WWHTJ36Z1DXJD69RGWP9EAY,2015-06-04 13:41:30 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3H7Z272LX77B2PL29FOBK6CVEKNLPB
3SQZ8AATJY50NY8KVFLBXKPZH808W4,2015-06-04 13:41:30 -0700,2015-06-04 18:32:34 -0700,AssignmentPayment,,A1PLN4H19MD4PX,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3WI0P0II61SDGQDP9QUC6O456TADRG
343IER2ZGDAGLRAMUXHSE92TWVD4H1,2015-06-04 13:41:30 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3WI0P0II61SDGQDP9QUC6O456TADRG
386WB6DBARIH321DUVRJFH0M0B84IO,2015-06-04 13:41:30 -0700,2015-06-04 20:39:57 -0700,AssignmentPayment,,A2I71MVTUTFCLK,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3JBT3HLQF82V7E26OGFKSLNTTTWPZZ
3901CQQKMMHKSVLMWB5OYCB6WEH03C,2015-06-04 13:41:30 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3JBT3HLQF82V7E26OGFKSLNTTTWPZZ
3L47C96SJRPLUBUN84YFK49QWJXZ5B,2015-06-04 13:41:31 -0700,2015-06-04 20:00:04 -0700,AssignmentPayment,,A2O46K86L79OJ7,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3WYP994K17RNSIAWDYES8ENASU16YI
3NFMN65Q80LSFI34STV40RSOMVRUQ4,2015-06-04 13:41:31 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3WYP994K17RNSIAWDYES8ENASU16YI
3KFH0Z7CUHMFQ3WKACNBZZYHAFK9XH,2015-06-04 13:41:31 -0700,2015-06-04 17:57:59 -0700,AssignmentPayment,,AOUTGJP3CL30L,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,37TRT2X24QR335WSNPUX97UETR4BJF
30VFLWJ4F89YD5P6EKINJD9MW4J5IW,2015-06-04 13:41:31 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,37TRT2X24QR335WSNPUX97UETR4BJF
3KI2CCNR79Q4VYWZBUBWWKESIFI9ZE,2015-06-04 13:41:31 -0700,2015-06-04 18:21:17 -0700,AssignmentPayment,,AA8JNZOPBGT7U,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3ON104KXQKW5OQBIF93PQJIGLVX4WY
3EE3EBG2ZM5PJ0FUEN3ZWTOZO885K7,2015-06-04 13:41:31 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3ON104KXQKW5OQBIF93PQJIGLVX4WY
30CKW2P3NU3VUWPJQIVTWAL0DLH5JT,2015-06-04 13:41:32 -0700,2015-06-04 17:46:50 -0700,AssignmentPayment,,AS74ISQX0TH56,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,358010RM5ETJ73ZN9A0Y1SW07HZXVV
3XEDKK4AOFD5HGP8S8E7MMMMF6814Q,2015-06-04 13:41:32 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,358010RM5ETJ73ZN9A0Y1SW07HZXVV
3J0DBZNN1QU1PMDJT376CPYSHAM5LV,2015-06-04 13:41:32 -0700,2015-06-04 18:33:11 -0700,AssignmentPayment,,A1G2Y47H9V5Q70,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3XXU1SWE8MVRIPQEV3KVWRVCC0EA0D
3HPY8DBHKPGJW3TMBW7MJK60BXE16B,2015-06-04 13:41:32 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3XXU1SWE8MVRIPQEV3KVWRVCC0EA0D
3KUS20459BJBFEP892B2969Q5GUIHO,2015-06-04 13:41:32 -0700,2015-06-04 20:47:32 -0700,AssignmentPayment,,A3TJ43EVRYQ55R,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,32N49TQG3GI7BQRUY08KHKL26WRAV5
3Y3BLNC8BZBUY34X0IQY0R8IK1RE21,2015-06-04 13:41:32 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,32N49TQG3GI7BQRUY08KHKL26WRAV5
3HNH8CHEVNAO483B57NWNABWSOIIR9,2015-06-04 13:41:33 -0700,2015-06-04 17:29:04 -0700,AssignmentPayment,,A2KA1H6AA3Y80G,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3GDTJDAPVUBA2F46NANFYXWUPFF8MI
3CMQQWLJ0VC7WLWZXBF4C4H4WSUEC0,2015-06-04 13:41:33 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3GDTJDAPVUBA2F46NANFYXWUPFF8MI
3DEN325EY8M1KNG39WSRNPCEG9FITM,2015-06-04 13:41:33 -0700,2015-06-04 19:51:12 -0700,AssignmentPayment,,A28B8TGLQO1ZBD,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,37Z929RLG98WYU9ZA5UW12RNVHXSTI
3MP45JPXJJ5MTJGDT2LZ2SH7H47EET,2015-06-04 13:41:33 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,37Z929RLG98WYU9ZA5UW12RNVHXSTI
3MPK4LA9U5E89XR1UYCVSXFZSFX4KZ,2015-06-04 13:41:33 -0700,2015-06-04 18:20:30 -0700,AssignmentPayment,,ADVX8TFPFCW30,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,33LKR6A5KEKW4AA5XMFC514E5H61TT
3QKCXEJRTIRN6A8QAUTHD99QAA8052,2015-06-04 13:41:33 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,33LKR6A5KEKW4AA5XMFC514E5H61TT
3U9AL62CCNISAL475E18IW1ZXE823H,2015-06-04 13:41:34 -0700,2015-06-04 17:59:27 -0700,AssignmentPayment,,A26RO8GGTQAXGG,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3I2PTA7R3TULIV4ZOSRZ5BPQUG2QK2
3Q3ECIW8ASDHBAKJILENVTWS1CQXOR,2015-06-04 13:41:34 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3I2PTA7R3TULIV4ZOSRZ5BPQUG2QK2
3VNY3QBC4YTL5LLWVPG40L50BINA15,2015-06-04 13:41:34 -0700,2015-06-04 18:21:30 -0700,AssignmentPayment,,A3FY350Q19GO3H,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,379J5II41OG75YWC0180QUDR0DQLEV
327IB90GVDBK9OFXZZGFB6G3DD35MC,2015-06-04 13:41:34 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,379J5II41OG75YWC0180QUDR0DQLEV
3AIZ1JUNQWK3ZLR4FAPB7A73HKS4M4,2015-06-04 13:41:34 -0700,2015-06-04 20:26:10 -0700,AssignmentPayment,,A12DBV9FNAOFEM,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3VJ40NV2QINH02H63ODNHXHMYSGTO8
3150QLQN3L52TEM9YN8EBTNM1G307H,2015-06-04 13:41:34 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3VJ40NV2QINH02H63ODNHXHMYSGTO8
3DJSR3B8NRMW6EO0PVTHTK8J159J1M,2015-06-04 13:41:35 -0700,2015-06-04 17:25:41 -0700,AssignmentPayment,,A2F1JTU06CO6VD,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3PZDLQMM0TLM7EQQU4K0LAEF91KC22
3PK8IYICP1OK578QA09IF0MGQ6UEME,2015-06-04 13:41:35 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3PZDLQMM0TLM7EQQU4K0LAEF91KC22
3LHT2RHZE85PK00TC4U1EL9CN4SZNW,2015-06-04 13:41:35 -0700,2015-06-04 20:37:05 -0700,AssignmentPayment,,A21JLRJ8NVYZ3E,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3GA6AFUKOOO294XPKWC6FBGNS8U3HK
38HHYT9AGBBMMTS8BPO9AM976W9V8E,2015-06-04 13:41:35 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3GA6AFUKOOO294XPKWC6FBGNS8U3HK
31WFN1W0X50HFOZBITUNOEKX921A3X,2015-06-04 13:41:35 -0700,2015-06-04 20:00:53 -0700,AssignmentPayment,,A36C6T1Y7EO5JZ,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3QBD8R3Z21JXJH2GONCF9P5UIU64OW
3H4GVNW718189R09CFVS3A588DI5OR,2015-06-04 13:41:35 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3QBD8R3Z21JXJH2GONCF9P5UIU64OW
3TCOANZSC243YSQNUZF5FC3CWO94ZK,2015-06-04 13:41:35 -0700,2015-06-04 20:07:18 -0700,AssignmentPayment,,A1GKTDO2GIRI2M,-0.750,375VMB7D4JJY07CCT1V13C7V5D5DI1,3YMTUJH0DSGDW97OK4YE3ZBHH2N4TI
3SZRKKAOXXHQOTTTHHXNFYS87020KM,2015-06-04 13:41:35 -0700,2015-06-04 18:54:39 -0700,FeePayment,,Mechanical Turk,-0.075,375VMB7D4JJY07CCT1V13C7V5D5DI1,3YMTUJH0DSGDW97OK4YE3ZBHH2N4TI
3NN19U637UKC9L67WP3RIGTC5PVJEU,2015-06-10 10:15:45 -0700,2015-06-10 10:15:45 -0700,Prepayment,Visa (last 4 digits: 4790),A2LD8A4LBTYELX,15.000,,
3LFSY5EK55K475YM0QBCEEHAEDZLK4,2015-06-10 12:56:01 -0700,2015-06-10 19:07:19 -0700,AssignmentPayment,,A3JI3B5GTVA95F,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3GLB5JMZFXVMR04BTF007KQY5XOGD3
3WV1GD9ZN2VYHAEM8202J187W3HH5G,2015-06-10 12:56:01 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3GLB5JMZFXVMR04BTF007KQY5XOGD3
3N0Y2Q8F2Z360QUNT92IN1GDDO67NT,2015-06-10 12:56:01 -0700,2015-06-10 20:05:54 -0700,AssignmentPayment,,A1U8QI4H4ND1FP,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3WLEIWSYHOHDOM16GWY1W1BVN6BH2T
38M8ZVSFGA22AKQPRFI3RRHOFP7386,2015-06-10 12:56:01 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3WLEIWSYHOHDOM16GWY1W1BVN6BH2T
32T91D2T6L6U3YK6N6SCILUSD0ADI7,2015-06-10 12:56:02 -0700,2015-06-10 17:35:43 -0700,AssignmentPayment,,A2NMETDZGRDQ55,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,30H4UDGLT2IV873N9RPQKJRKF23MPV
3UT86KDXCT62OP9ZW7OHRNCZZVK93W,2015-06-10 12:56:02 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,30H4UDGLT2IV873N9RPQKJRKF23MPV
3ZQFW562BC4EVJRVT88A8QQ2ZULJ99,2015-06-10 12:56:02 -0700,2015-06-10 19:21:27 -0700,AssignmentPayment,,AEUOWATTT6UAA,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3PQMUDRV7R6HV2QSBH1EJTJRCFPII0
3736UMAP6ZC3IFDZJ2046A3A35LEUK,2015-06-10 12:56:02 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3PQMUDRV7R6HV2QSBH1EJTJRCFPII0
36XB68KHYGIXJC6SRSM6ZWLSNUOJBJ,2015-06-10 12:56:02 -0700,2015-06-10 18:08:35 -0700,AssignmentPayment,,A2CFKRHOUM182K,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3G0WWMR1UVKMQ1P2L5JFX36UPO0NQO
32TUUPV1JFRGAJ24E2F5OYO7OLWEWJ,2015-06-10 12:56:02 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3G0WWMR1UVKMQ1P2L5JFX36UPO0NQO
3Y6BDJDFD75VKJK4UYI41N5WOGI2EI,2015-06-10 12:56:03 -0700,2015-06-10 20:47:11 -0700,AssignmentPayment,,A1EPKYRRR8OMKY,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3B3WTRP3DB2K9GJNIKA9JKD74T529Q
3U05185MQ37TAEYQKUP4BR3WLTDXZ3,2015-06-10 12:56:03 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3B3WTRP3DB2K9GJNIKA9JKD74T529Q
3YSDTN0ZZ82A19ERIR06XHCEQCNOSB,2015-06-10 12:56:03 -0700,2015-06-10 20:29:09 -0700,AssignmentPayment,,A1QJW2DB0W14FB,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3SKRO2GZ71RX1RKI3D1K4AHINH2K1K
3G9X2WYKOR8KNDUNTTLIU5CR12PKD3,2015-06-10 12:56:03 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3SKRO2GZ71RX1RKI3D1K4AHINH2K1K
345CRQJ5MQ8GZHAX8LQ4AE19U9UDMN,2015-06-10 12:56:04 -0700,2015-06-10 20:42:58 -0700,AssignmentPayment,,A2JE9O1526N7HL,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3PXX5PX6LXYS2CTOTJHKG8RV4H0ABF
3MY7KFD0TSUKP8AMYJR744OF4X6971,2015-06-10 12:56:04 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3PXX5PX6LXYS2CTOTJHKG8RV4H0ABF
3CLYHXW36M2T4XGV0T8S1QQ81WX2GZ,2015-06-10 12:56:04 -0700,2015-06-10 18:56:12 -0700,AssignmentPayment,,A1A1A9UHNQCI9Y,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3DIP6YHAPCSCQRCT6CZWLPRLHQD8E9
3GNF3DCQ41PLFN3SHF2E2BQTAKUY1L,2015-06-10 12:56:04 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3DIP6YHAPCSCQRCT6CZWLPRLHQD8E9
35TGFE73YPNKPMF87DBJ75OU04BAEY,2015-06-10 12:56:04 -0700,2015-06-10 18:32:30 -0700,AssignmentPayment,,ACRKDBKAS8GM1,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3C6FJU71TQT8UT0X9GCVOK1QWT9UYP
3L17KD5LHJVK8VEGEO69J8CCSU55Z3,2015-06-10 12:56:04 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3C6FJU71TQT8UT0X9GCVOK1QWT9UYP
3UNODTIHK8EBG9R67R5W7M80SV1TO5,2015-06-10 12:56:05 -0700,2015-06-10 17:57:13 -0700,AssignmentPayment,,A2AP860PP6LBCD,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3BV8HQ2ZZW1MW0CTXS0C5S53QGS6AT
38OPVM8H9WK9VEEMU5LO4QF04RGP9S,2015-06-10 12:56:05 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3BV8HQ2ZZW1MW0CTXS0C5S53QGS6AT
3K89VSOVKJ7AU8IG9P9Z9Y5KIK4YR9,2015-06-10 12:56:05 -0700,2015-06-10 20:34:46 -0700,AssignmentPayment,,ATS29DCIMOSZT,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3OWEPKL089CCKJKNP6A9XCPZKY87NA
3X0SFZ6BNBJOLHTLNBU9GM37ITCUCB,2015-06-10 12:56:05 -0700,2015-06-10 20:48:45 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,3OWEPKL089CCKJKNP6A9XCPZKY87NA
3O3WLKTTX3K4G27WTOI0370IDJKOLP,2015-06-11 09:12:44 -0700,2015-06-11 09:12:44 -0700,Prepayment,Visa (last 4 digits: 4790),A2LD8A4LBTYELX,228.000,,
3K8XLA9XFPJ7AP9ERKW2L7OQIAYJHA,2015-06-11 10:11:36 -0700,2015-06-11 15:00:18 -0700,AssignmentPayment,,A90JBLDKW71DX,-1.100,38G0E1M85M5P3F7YE3K9S11DZQPUV4,38F71OA9GTWJHUETVOTL8PDGDZAFML
3GZUPNQDU9GM4H4TVTA4I9TIWILF2V,2015-06-11 10:11:37 -0700,2015-06-11 13:02:54 -0700,FeePayment,,Mechanical Turk,-0.110,38G0E1M85M5P3F7YE3K9S11DZQPUV4,38F71OA9GTWJHUETVOTL8PDGDZAFML
3NPA3R7ZHIGVQFIC1JOW04RDQVFEJ0,2015-06-11 14:32:26 -0700,2015-06-11 20:58:46 -0700,AssignmentPayment,,A17MDKYW97KPKF,-1.100,3MQKOF1EE2OG12WHIIZG43G3K1HWDV,37Q970SNZE8VPAXQ8MAMVW8S4EGS1G
3QL7E7H0V4V1B428OR70XNFPJHDA4K,2015-06-11 14:32:26 -0700,2015-06-11 18:13:47 -0700,FeePayment,,Mechanical Turk,-0.110,3MQKOF1EE2OG12WHIIZG43G3K1HWDV,37Q970SNZE8VPAXQ8MAMVW8S4EGS1G
